SITE NAME,GLOBAL ID,SITE_TYPE,STATUS,ADDRESS,CITY,LATITUDE,LONGITUDE
CROP PRODUCTION SERVICES,L10002149076,LAND DISPOSAL SITE,OPEN - INACTIVE,32161 KIMBERLINA,BAKERSFIELD,35.558455,-119.198605
"CROSBY AND OVERTON, INC.",T10000009338,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,"LOS ANGELES HARBOR, BERTH 216-217",TERMINAL ISLAND,33.75614,-118.25979
CUDAHY DUMP (PARK AVENUE ELEMENTARY),T10000005495,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,5240 E. SANTA ANA ST (8020 PARK AVE),CUDAHY,33.9602156,-118.1737523
CULLIGAN BRINE DISPOSAL POND,L10008359609,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,106 N 5TH AVE,BARSTOW,34.899061,-117.02262
CUMMINGS ROAD -SWDS,L10005403404,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,CUMMINGS RD,EUREKA,40.76377507,-124.0877736
CURRY DUMP IN YOSEMITE NATIONAL PARK,T10000007290,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,CURRY VILLAGE DR,YOSEMITE NATIONAL PARK,37.73879,-119.57226
CURRY DUMP IN YOSEMITE NATIONAL PARK,T10000007291,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,CURRY VILLAGE DR,YOSEMITE NATIONAL PARK,37.73879,-119.57226
CURTIS CONSTRUCTION COMPANY,T10000005067,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,12101 SOLEDAD CANYON ROAD,SANTA CLARITA,34.43473902,-118.3451605
D & D PROPERTY MAINTENANCE,T10000005073,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,23000 SOUTH ALAMEDA STREET,CARSON,33.81644067,-118.2297632
DAIRY FARM MINE,L10008476914,LAND DISPOSAL SITE,UNKNOWN,MCCOURTNEY,LINCOLN,39.02980769,-121.2898997
DALTON DEBRIS AREA,L10006125957,LAND DISPOSAL SITE,OPEN - OPERATING,DALTON DEBRIS AREA,GLENDORA,34.15674734,-117.8405425
DARWIN MINERAL VENTURES,SL0602794207,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,"36.268 DEGREES N, 117.599 DEG W",DARWIN,36.268,-117.599
DAVIS MOTOR MINE,T10000016215,LAND DISPOSAL SITE,OPEN - INACTIVE,PORT WINE RIDGE RD,QUEEN CITY,39.65899,-120.94851
DAVIS MUD PIT,T10000014134,LAND DISPOSAL SITE,OPEN - INACTIVE,222-320 NORTH BEACH BLVD.,ANAHEIM,33.83439,-117.99306
DE GARMO - AKMADZICH LANDFILL,T10000005491,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,9135 DEGARMO AVENUE,SUN VALLEY,34.23503664,-118.3760979
DE JONG PROPERTY,L10004278650,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,POINSETTA LN & BLACK RAIL RD,CARLSBAD,33.11298576,-117.2867453
DEBORD SEPTAGE PONDS,L10005924923,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,2 MI NORTH OF BORON,BORON,35.01903155,-117.6073551
DEER CREEK / STOCKING FLAT MINE SITE,T10000016085,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,NEVADA CITY MINING DISTRICT - DEER CREEK,NEVADA CITY,39.254323,-121.053509
DEERTRAIL MINE & MILL SITE - LOS PADRES NATIONAL FOREST,T10000006434,LAND DISPOSAL SITE,OPEN - INACTIVE,STEPHENS CANYON RD. (LOS PADRES NATIONAL FOREST),20 MILES EAST OF ARROYO GRANDE,35.10048,-120.2876432
DEFENSE FUEL SUPPORT POINT (DFSP) SAN PEDRO,T10000010232,LAND DISPOSAL SITE,OPEN - OPERATING,3171 NORTH GAFFEY STREET,SAN PEDRO,33.77495,-118.29597
DEL MAR DUMP,L10009425853,LAND DISPOSAL SITE,OPEN - CLOSING/WITH MONITORING,SAN DIEGUITO RVR@JIMMY DURANTE,DEL MAR,32.96998559,-117.2630453
DEL NORTE COUNTY - BIG FLAT BURN DUMP,T0601591223,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,BIG FLAT,41.7,-123.33
DEL NORTE COUNTY - GASQUET BURN DUMP,T0601591225,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,HIGHWAY 199,GASQUET,41.82792,-123.89037
DEL NORTE COUNTY CRESCENT CITY SWDS,L10009924975,LAND DISPOSAL SITE,OPEN,END OF HIGHTS ACCESS ROAD,CRESCENT CITY,41.79341648,-124.2186892
DEL OBISPO DISPOSAL STATION #3,L10002568809,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,24052 DEL OBISPO,DANA POINT,33.48681566,-117.6832534
DEL RANCH GEO HLDG BSN 03-078,L10003510610,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,7001 GENTRY RD,CALIPATRIA,33.124886,-115.614375
DEL RANCH POWER PLANT   91-051,L10006713970,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,7001 GENTRY RD,CALIPATRIA,33.124886,-115.614375
DELLAR LANDFILL,T10000007791,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,2401 A STREET,SACRAMENTO,38.58505,-121.46975
"DELTA AERIAL APPLICATORS, INC.",L10008742913,LAND DISPOSAL SITE,OPEN,"SUTTER ISLAND RD, COURTLAND",SACRAMENTO COUNTY,38.285774,-121.586611
"DELTA TRUCK SALES, INC",L10008370094,LAND DISPOSAL SITE,OPEN,3655 E. CHEROKEE,STOCKTON,37.991027,-121.253667
DESCANSO BURN SITE,L10006786349,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,10054 ANDERSON RANCH,DESCANSO,32.871556,-116.644494
DESCARGA ZONE,L10008731402,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,27850 E BUTTE AVE,RANDSBURG,35.36900337,-117.6650692
DESERT CENTER SANITARY 01-139,L10009957466,LAND DISPOSAL SITE,OPEN - OPERATING,17991 KAISER RD,DESERT CENTER,33.77693286,-115.4082267
DESERT SOLUTIONS INC.   02-010,L10004134851,LAND DISPOSAL SITE,OPEN - OPERATING,EDOM HILL,CATHEDRAL CITY,33.88488473,-116.4411292
DESERT VALLEY MONOFILL,L10003472657,LAND DISPOSAL SITE,OPEN,3301 WEST HWY 86,BRAWLEY,33.08448251,-115.8243536
DEUEL VOCATIONAL INSTITUTION-CLASS II SURFACE IMPOUNDMENTS,T10000000637,LAND DISPOSAL SITE,OPEN - REFERRED,23500 KASSON ROAD,TRACY,37.7452,-121.3305
DIM SUMP COMPANY,T10000005117,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,BETWEEN HARBOR BL & EDISON CANAL WEST OF 5TH STREET,OXNARD,34.18162432,-119.2313416
DIXON DAM LANDFILL,L10005177704,LAND DISPOSAL SITE,OPEN - CLOSING/WITH MONITORING,END OF BEVEN DRIVE,ESCONDIDO,33.15688243,-117.0363021
"DIXON DOWNS, FORMER MISTLER TRUCKING CO",SL0609748481,LAND DISPOSAL SITE,PRE-TITLE 27 CAI - CLOSED/NO MONITORING,8405 PEDRICK RD,DIXON,38.47695896,-121.8111518
DIXON PIT SWDS,L10002628544,LAND DISPOSAL SITE,OPEN,9003 ELK GROVE-FLORIN ROAD,ELK GROVE,38.43260968,-121.3688344
DOD - DEPARTMENT OF THE NAVY - FIRE FIGHTING TRAINING FACILTY,L10007589645,LAND DISPOSAL SITE,OPEN - OPERATING,ARMITAGE FIELD,CHINA LAKE,35.69250668,-117.6735306
"DOMINGUEZ ENERGY, L.P.",L10001868974,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,1556 VICTORIA,CARSON,33.86019058,-118.2478689
DOS PALOS DISPOSAL SITE,L10003794044,LAND DISPOSAL SITE,OPEN,15723 FOLSOM,DOS PALOS,36.96659352,-120.6280452
DOUBLE BUTTE LANDFILL (CLOSED),L10004864228,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,31710 GRAND AVE,WINCHESTER,33.7167,-117.10833
DOW CHEMICAL CO PITTSBURG FACILITY - LANDFILL,L10002834653,LAND DISPOSAL SITE,OPEN,901 LOVERIDGE ROAD,PITTSBURG,38.0244,-121.8576
DOWNTOWN BALLPARK REDEVLP AREA,L10001673117,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,DOWNTOWN,SAN DIEGO,32.70750561,-117.156744
DRILLING MUD DISPOSAL SITE,L10007268390,LAND DISPOSAL SITE,OPEN,WHISKEY SLOUGH,HOLT,37.929888,-121.436118
DSRSD PLEASANTON - BIOSOLIDS PONDS,T10000000092,LAND DISPOSAL SITE,OPEN - OPERATING,7399 JOHNSON DRIVE,PLEASANTON,37.69659339,-121.91347
DUARTE - FISH CANYON LANDFILL,T10000004513,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,1120 LA LOMA ROAD,DUARTE,34.14082917,-117.9440036
DUCK POND LANDFILL,L10009131789,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,30TH & NATIONAL CITY,NATIONAL CITY,32.656817,-117.098705
DUCOMMUN AEROSTRUCTURES - LAND DISPOSAL SITE,L10007460897,LAND DISPOSAL SITE,OPEN,4001 EL MIRAGE RD,EL MIRAGE,34.60113928,-117.5816059
DUDLEY T. PRESCOTT MUD SUMP,T10000009294,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,GRIMES CANYON RD & SHEKELL RD,MOORPARK,34.32289217,-118.9079178
DUMBARTON QUARRY RECLAMATION,T10000005641,LAND DISPOSAL SITE,OPEN - OPERATING,9600 QUARRY ROAD,FREMONT,37.539051,-122.077957
DURBIN LANDFILL,T10000002295,LAND DISPOSAL SITE,OPEN - OPERATING,13000 LOS ANGELES STREET,IRWINDALE,34.08376553,-117.9891729
E ST-RIVER PLANT,L10003313288,LAND DISPOSAL SITE,OPEN,25220 BLACK MOUNTAIN,APPLE VALLEY,34.62943005,-117.1114666
E&B BENEFICIAL REUSE PROGRAM,SL0608370754,LAND DISPOSAL SITE,OPEN - OPERATING,1848 PERKINS ROAD,CUYAMA,34.920864,-119.694923
E&B NATURAL RESOURCES MANAGEMENT CO. WASTE PILE,SL0608388338,LAND DISPOSAL SITE,OPEN - OPERATING,1848 PERKINS ROAD,NEW CUYAMA,34.90403,-119.69455
E&B RUSSELL RANCH UNIT OILFIELD BENEFICAL REUSE PROJECT,T10000001543,LAND DISPOSAL SITE,OPEN - OPERATING,8702 HIGHWAY 166,NEW CUYAMA,34.977398,-119.798975
E&B RUSSELL RANCH UNIT WASTE PILE MANAGEMENT FACILITY,T10000001542,LAND DISPOSAL SITE,OPEN - OPERATING,8702 HIGHWAY 166,NEW CUYAMA,34.91711,-119.93941
EADE RANCH COMPOST,T10000010637,LAND DISPOSAL SITE,OPEN - OPERATING,MAIN STREET AND CEMETERY ROAD,SAN LUCAS,36.12118439,-120.9968533
EAFB MAIN BASE CLASS III LANDFILL,L10003043139,LAND DISPOSAL SITE,OPEN - OPERATING,W OF EDWARDS MAIN BASE,EDWARDS AFB,34.95405593,-117.9571152
EAGLE BIRD MINE,T10000016088,LAND DISPOSAL SITE,OPEN - PROPOSED,EAGLE BIRD MINE ROAD (FOREST ROAD 985),DOWNIEVILLE,39.543552,-120.7453206
EAGLE'S NEST MINE,T10000015342,LAND DISPOSAL SITE,OPEN - CLOSING/WITH MONITORING,MOSQUITO RIDGE ROAD,FOREST HILL,39.01547588,-120.7680955
EAGLEVILLE SOLID WDS,L10009864393,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,,EAGLEVILLE,41.31638678,-120.0410496
EARLIMART SWDS,L10006267841,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,RD 136 & AVE 72,EARLIMART,35.9194,-119.2663
EARTHRISE NUTRITIONALS EVAPORATION POND 8 CLASS II SURFACE IMPOUNMENT,T10000011562,LAND DISPOSAL SITE,OPEN - PROPOSED,113 HOOBER ROAD,CALIPATRIA,33.16322198,-115.5154642
EARTHWORM SOIL FACTORY,T10000010325,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,704 NEAL ROAD,DURHAM,39.66482,-121.73473
EAST CANYON LANDFILL,L10008322755,LAND DISPOSAL SITE,PRE-TITLE 27 CAI - CLOSED/WITH MONITORING,1550 COLUMBUS,BENICIA,38.08255443,-122.1832466
EASTERN REGIONAL LANDFILL,L10001022155,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,900 CABIN CREEK ROAD,TRUCKEE,39.29271681,-120.2145193
EASTLAKE LANDFILL,L10009540332,LAND DISPOSAL SITE,OPEN - OPERATING,16015 DAVIS AVENUE,CLEARLAKE,38.95357555,-122.6018647
EASTSIDE LANDFILL,L10007876076,LAND DISPOSAL SITE,OPEN - INACTIVE,BETWEEN SYLVANDALE AVENUE AND FARIS DRIVE,SAN JOSE,37.285411,-121.81546
EASTSIDE MOSQUITO ABATEMENT,L10003793598,LAND DISPOSAL SITE,OPEN,2000 SANTA FE AVENUE,MODESTO,37.67253207,-120.9125111
EDDY RD RICE HULL ASH MONOFILL,L10006473961,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,7085 EDDY,ARBUCKLE,38.962215,-122.017138
EDOM HILL CLS III WMF 01-141,L10009373801,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,70100 EDOM HILL RD,CATHEDRAL CITY,33.87948179,-116.4368848
EDWARDS AIR FORCE BASE- 4 - SITE 13 - RESEARCH LAB CLASS III LF,L10003257539,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,EASTERN SIDE OF MARS BOULEVARD,EDWARDS AFB,34.922972,-117.684432
EEL RIVER GARBAGE COMPANY BURN DUMP,T0602391145,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,HIGHWAY 101,RIO DELL,40.505509,-124.109087
EEL RIVER GARBAGE FORTUNA SITE,L10006907189,LAND DISPOSAL SITE,OPEN,MILL ST,FORTUNA,40.569181,-124.113739
EEL RIVER MOZZETTI WOODWASTE DISPOSAL SI,T0602391141,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,RIO DELL,40.498,-124.111
EL CORAZON COMPOST FACILITY,T10000013951,LAND DISPOSAL SITE,OPEN - OPERATING,3210 OCEANSIDE BLVD.,OCEANSIDE,33.20342,-117.32836
EL MONTE CITY DUMP,T10000005093,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,"VALLEY BLVD & HOYT AVE (3527 SANITA ANITA AVE, 1/4 MILE SOUTH OF VALLEY BL)",EL MONTE,34.07365665,-118.0427726
EL NIDO COMPOSTING FACILITY,L10008470778,LAND DISPOSAL SITE,OPEN - OPERATING,13757 S. HARMON ROAD,LOS BANOS,37.08883827,-120.5518037
EL NIDO SITE 1,T10000012209,LAND DISPOSAL SITE,OPEN - ACTIVE,1510 W WASHINGTON ROAD,EL NIDO,37.11541,-120.52429
EL PORTAL LANDFILL,L10005482002,LAND DISPOSAL SITE,OPEN,5083 FORESTA ROAD,EL PORTAL,37.689015,-119.769528
EL RIO - VENTURA CO. DPW,T10000004885,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,"EAST OF VENTURA RD, SOUTH OF SANTA CLARA RIVER",OXNARD,34.23449482,-119.1954157
EL RIO DISPOSAL SITE,T10000005101,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,2501 VENTURA ROAD,OXNARD,34.23449817,-119.1958685
EL SOBRANTE LANDFILL,L10009663094,LAND DISPOSAL SITE,OPEN - OPERATING,10910 DAWSON CANYON,CORONA,33.79923,-117.46786
ELDORADO CHEMICAL CO,L10008144467,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,18052 CHARTER,STOCKTON,37.943504,-121.261423
ELGIN MERCURY MINE,T10000016090,LAND DISPOSAL SITE,PRE-TITLE 27 CAI - CLOSED/WITH MONITORING,WALKER RIDGE ROAD,CLEARLAKE OAKS,39.05778,-122.47167
ELINGS PARK CLOSED LANDFILL,L10002293406,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,1298 LAS POSITAS,SANTA BARBARA,34.413901,-119.736348
ELK GROVE CLASS III LANDFILL,L10008601447,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,WATERMAN & BOND,ELK GROVE,38.41884853,-121.354429
"ELK HILLS OIL FIELD, 10G CLASS II-1 WASTE MANAGEMENT COMPLEX",L10009691030,LAND DISPOSAL SITE,OPEN,"SEC. 10, T31S, R24E, MDB&M",KERN COUNTY,35.242698,-119.386273
ELKINS RANCH LANDFILL SITE NO. 1,T10000006069,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,"SOUTH OF GUIBERSON RD., 2.5 MILES SE OF FILLMORE (1386 CHAMBERSBURG RD)",FILLMORE,34.36848105,-118.893358
ELKINS RANCH MAIN BRINE SHOP,T10000004519,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,"SOUTH OF GUIBERSON, 2.5 MILES SOUTHEAST OF FILLMORE",FILLMORE,34.36847863,-118.8930904
ELKINS RANCH SUMPS 2-5,T10000006220,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,"SO. OF GUIBERSON, 2.5 MILES SE OF FILLMORE",FILLMORE,34.36848072,-118.8929131
"ELKINS RANCH SUMPS 6A, 6B, 6C AND 7",T10000005084,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,"SOUTH OF GUIBERSON RD, 2.5 MILES SOUTHEAST OF FILLMORE",FILLMORE,34.36849635,-118.8927363
ELSINORE LANDFILL (CLOSED),L10005438982,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,2250  FRANKLIN ST.,LAKE ELSINORE,33.6735,-117.3065174
ELVAS QUARRY LANDFILL,T10000007940,LAND DISPOSAL SITE,OPEN - VERIFICATION MONITORING,5900 ELVAS AVENUE,SACRAMENTO,38.56053,-121.43105
"ELYMM, LEONARD A.",T10000009310,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,1300 W. IMPERIAL HIGHWAY,HAWTHORNE,33.92912,-118.2968
EMERGENCY TRUCK ESCAPE RAMP,L10001698895,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,GRAPEVINE,GRAPEVINE,34.922217,-118.92374
EMPIRE GREEN COMMODITIES,T10000013201,LAND DISPOSAL SITE,OPEN - PROPOSED,9416 PACIFIC STREET,PLYMOUTH,38.47546,-120.84687
EMPIRE MINE STATE HISTORIC PARK,T10000016229,LAND DISPOSAL SITE,PRE-TITLE 27 CAI - CLOSED/WITH MONITORING,EMPIRE MINE STATE HISTORIC PARK,GRASS VALLEY,39.20669,-121.046738
ENCINITAS BURN SITE,L10006493873,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,100 EL CAMINO REAL,ENCINITAS,33.04941281,-117.2571131
ENCINITAS II LANDFILL,L10007407136,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,2099 ENCINITAS BLVD,ENCINITAS,33.03744944,-117.2485399
ENGEL & GRAY REGIONAL COMPOSTI,L10001781016,LAND DISPOSAL SITE,OPEN - OPERATING,745 W BETTERAVIA RD,SANTA MARIA,34.94929881,-120.502993
ERG RESOURCES BENEFICIAL REUSE,T10000003254,LAND DISPOSAL SITE,OPEN - OPERATING,0 CAT CANYON ROAD,SANTA MARIA,34.4951,-120.1923
ERG RESOURCES LOS ALAMOS & WILLIAMS HOLDING LEASE WPMFS,T10000003255,LAND DISPOSAL SITE,OPEN - OPERATING,0 CAT CANYON ROAD,SANTA MARIA,34.801744,-120.302428
ESCONDIDO BOMB FACTORY HOUSE,T10000002716,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,1954 VIA SCOTT,ESCONDIDO,33.152417,-117.10533
ETI BIOTREATMENT FACILITY,L10004856009,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,12135 ROYAL ROAD,EL CAJON,32.823367,-116.930735
ETIWANDA WASTE DISPOSAL SITE,T10000009969,LAND DISPOSAL SITE,OPEN - ASSESSMENT & INTERIM REMEDIAL ACTION,SOUTHEAST OF THE INTERSECTION OF VICTORIA STREET AND INTERSTATE 15,FONTANA,34.07489,-117.30136
EUREKA CITY SMALL BOAT BASIN,L10007901881,LAND DISPOSAL SITE,OPEN,H.W. WATERFRONT,EUREKA,40.80169,-124.178629
EVANS ROAD LANDFILL,L10002689916,LAND DISPOSAL SITE,OPEN,"EVANS RD @ HAHN RD, 2.5 MI SO. OF MEYERS RD.",COLUSA,39.07096,-122.17156
EVERGREEN NURSERY - CARMEL VALLEY,T10000013288,LAND DISPOSAL SITE,OPEN - OPERATING,13650 CARMEL VALLEY ROAD,SAN DIEGO,32.97217,-117.16869
EVERGREEN NURSERY - OCEANSIDE,T10000013300,LAND DISPOSAL SITE,OPEN - OPERATING,3231 OCEANSIDE BOULEVARD,OCEANSIDE,33.20118,-117.3178
EXETER SWDS,L10001505773,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,RD 188 & AVE 242,EXETER,36.23038287,-119.1518932
"FAIRFIELD KEARNY MESA, LLC",SL0607341984,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,3540 AERO COURT DRIVE,SAN DIEGO,32.80749,-117.14866
FAIRMEAD SWDS,L10002595927,LAND DISPOSAL SITE,OPEN - OPERATING,21739 RD 19,MADERA,37.06365164,-120.1971539
FALL RIVER MILLS SEPTAGE DISP,L10004180848,LAND DISPOSAL SITE,OPEN - OPERATING,FALL RIVER - CASSEL RD,FALL RIVER MILLS,40.99010281,-121.4307046
FALLBROOK BURN SITE,L10003903420,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,700 STONE POST ROAD,FALLBROOK,33.39597743,-117.2416306
FALLBROOK LANDFILL,L10008641380,LAND DISPOSAL SITE,OPEN - CLOSING/WITH MONITORING,WEST ELDER STREET,FALLBROOK,33.380113,-117.258583
FARM AIR FLYING SERVICE,L10007966313,LAND DISPOSAL SITE,OPEN,W. RIEGO RD & HWY 99,SUTTER COUNTY,38.750394,-121.541365
FARM AIR SERVICE      88-056,L10001098743,LAND DISPOSAL SITE,OPEN,MUNICIPAL AIRPORT,CALIPATRIA,33.130001,-115.521667
"FARM FLIGHT, INC.",L10001463994,LAND DISPOSAL SITE,OPEN,CLAY STATION & TWIN CITIES RD,SACRAMENTO COUNTY,38.339556,-121.168407
FARRINGTON PROPERTY,L10008371354,LAND DISPOSAL SITE,OPEN,CALLAHAN RD,CALLAHAN,41.327363,-122.809837
FEATHER RIVER PP,L10007830138,LAND DISPOSAL SITE,OPEN,3712 FEATHER RIVER BLVD,MARYSVILLE,39.044408,-121.578993
"FERRIC CHLORIDE MFG,FONTANA",L10008850054,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,13425 SAN BERNARDINO,FONTANA,34.077211,-117.511389
FERTILIZER DISTRIBUTOR,L10005174566,LAND DISPOSAL SITE,OPEN,3106 S. FAITH HOME RD,TURLOCK,37.465972,-120.917218
FICKLE HILL BURN DUMP,L10001109055,LAND DISPOSAL SITE,OPEN,6630 FICKLE HILL,ARCATA,40.805119,-123.988153
FILLMORE CITY LANDFILL,T10000004314,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,308 CHAMBERSBURG ROAD (SOUTH OF FILLMORE),FILLMORE,34.38721369,-118.9136019
FINGER'S CLASS III LF CLOSURE,L10003133161,LAND DISPOSAL SITE,OPEN,,ROSEVILLE,38.76531,-121.26762
FINK ROAD LANDFILL,L10006134056,LAND DISPOSAL SITE,OPEN - OPERATING,4000 FINK ROAD,CROWS LANDING,37.3887,-121.1378
FIRE ACADEMY,L10007972753,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,4501 STATE HIGHWAY 104,IONE,38.3637717,-120.943958
FISHBACK RANCH,T10000007309,LAND DISPOSAL SITE,OPEN - ASSESSMENT & INTERIM REMEDIAL ACTION,3106 CALUSA AVENUE,SIMI VALLEY,34.30517849,-118.6114883
FLOOD CONTROL DISTRICT DUMP,T10000005109,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,6502 PACIFIC COAST HIGHWAY,LONG BEACH,33.75241183,-118.107019
FLORIN-PERKINS LANDFILL,L10005519750,LAND DISPOSAL SITE,OPEN,4201 FLORIN-PERKINS,SACRAMENTO,38.536331,-121.390695
FOLSOM CORP YARD LANDFILL,L10003513337,LAND DISPOSAL SITE,OPEN,1300 LEIDESDORFF,FOLSOM,38.67501323,-121.184906
FOLSOM PRISON (TOXIC PIT),L10001833808,LAND DISPOSAL SITE,OPEN,FOLSOM PRISON,REPRESSA,38.692715,-121.161265
FOOTHILL SANITARY LANDFILL,L10003929056,LAND DISPOSAL SITE,OPEN - OPERATING,6584 WAVERLY ROAD,SAN JOAQUIN COUNTY,38.03531135,-120.9346343
FOREST LAWN,T10000005460,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,6300 FOREST LAWN DRIVE,LOS ANGELES,34.14492542,-118.3110918
FORESTHILL SANITARY LANDFILL,L10002081339,LAND DISPOSAL SITE,OPEN,6699 PATENT,FORESTHILL,38.99683571,-120.8458622
FORMER BURN DUMP COUNTY ROAD YARD NO. 4,T10000005845,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,1896 WILDERNESS RD,RUNNING SPRINGS,34.21914702,-117.119653
FORMER COUNTY YARD DISPOSAL SITE,T10000012889,LAND DISPOSAL SITE,PRE-TITLE 27 CAI - CLOSED/NO MONITORING,HIGHWAY 118 AND HIGHWAY 23,MOORPARK,34.2892,-118.86285
FORMER LP SAMOA SWDS,L10004110984,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,1 TFC,SAMOA,40.80433185,-124.1983929
FORMER OMAR RENDERING LANDFILL,L10003156547,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING - LAND USE RESTRICTIONS,1886 AUTO PARK PLACE,CHULA VISTA,32.59704699,-117.0246935
FORMER PAUL BUNYAN LUMBER MILL,T10000000262,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,GROVE STREET,SUSANVILLE,40.40843121,-120.6407619
FORMER RIO LINDA FOOD PRODUCTS,L10007515146,LAND DISPOSAL SITE,OPEN,304 W. E STREET,RIO LINDA,38.676808,-121.468536
FORMER SHELL LAND DISPOSAL,L10001739534,LAND DISPOSAL SITE,OPEN,MARINA VISTA AVENUE,MARTINEZ,38.021591,-122.126834
FORMER SPRECKELS SUGAR FAC,L10006223066,LAND DISPOSAL SITE,OPEN,40600 COUNTY ROAD 18C,WOODLAND,38.713448,-121.753234
FORSTER CANYON LANDFILL,L10004423988,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,I-5 AT SAN JUAN CREEK ROAD,SAN JUAN CAPISTRANO,33.48481584,-117.6590788
FORT BIDWELL SWDS,L10005084717,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,COUNTY ROAD 2,FORT BIDWELL,41.87671893,-120.155797
FORT CADY BORATE - PILOT PROJECT,L10001645092,LAND DISPOSAL SITE,OPEN,"HECTOR ROAD EXIT FROM INTERSTATE 40, SOUTHEAST TO COUNTY ROAD 20796, 1.95 MILES SOUTH OF INTERSTATE 40",NEWBERRY SPRINGS,34.7555,-116.416
FORT HUNTER LIGGETT LANDFILL,L10007599263,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,FORT HUNTER LIGGETT,JOLON,36.0043,-121.2394
FORT IRWIN CLASS III LANDFILL,L10004091237,LAND DISPOSAL SITE,OPEN - OPERATING,E POST CANTONMENT AREA,FORT IRWIN,35.25865603,-116.6605568
FORT IRWIN RD LAND TREATMENT,L10002793628,LAND DISPOSAL SITE,OPEN,H & MAIN ST PO BOX 879,BARSTOW,34.97389162,-117.0026779
