SITE NAME,GLOBAL ID,SITE_TYPE,STATUS,ADDRESS,CITY,LATITUDE,LONGITUDE
DEFENSE DISTRIBUTION SAN JOAQUIN CA-SHARPE - SITE #10,T10000001930,MILITARY UST SITE,COMPLETED - CASE CLOSED,ROTH ROAD,LATHROP,37.85062851,-121.2656951
DEFENSE DISTRIBUTION SAN JOAQUIN CA-SHARPE - SITE #12 UST,T0607700752,MILITARY UST SITE,COMPLETED - CASE CLOSED,850 ROTH RD E,LATHROP,37.84951449,-121.2652123
DEFENSE DISTRIBUTION SAN JOAQUIN CA-SHARPE - SITE #15 UST,T0607700753,MILITARY UST SITE,COMPLETED - CASE CLOSED,850 ROTH RD E,LATHROP,37.84945942,-121.2683558
DEFENSE DISTRIBUTION SAN JOAQUIN CA-SHARPE - SITE #17 UST,T0607700754,MILITARY UST SITE,COMPLETED - CASE CLOSED,850 ROTH RD E,LATHROP,37.85025576,-121.2682915
DEFENSE DISTRIBUTION SAN JOAQUIN CA-SHARPE - SITE #18-18A UST,T0607700755,MILITARY UST SITE,COMPLETED - CASE CLOSED,850 ROTH RD E,LATHROP,37.8496458,-121.2689996
DEFENSE DISTRIBUTION SAN JOAQUIN CA-SHARPE - SITE #21 UST,T10000001995,MILITARY UST SITE,COMPLETED - CASE CLOSED,850 ROTH ROAD EAST,LATHROP,37.84903583,-121.2695897
DEFENSE DISTRIBUTION SAN JOAQUIN CA-SHARPE - SITE #25/74,T10000001933,MILITARY UST SITE,COMPLETED - CASE CLOSED,ROTH ROAD,LATHROP,37.84881556,-121.2730765
DEFENSE DISTRIBUTION SAN JOAQUIN CA-SHARPE - SITE #34 UST,T0607700756,MILITARY UST SITE,COMPLETED - CASE CLOSED,850 ROTH RD E,LATHROP,37.84026698,-121.2661028
DEFENSE DISTRIBUTION SAN JOAQUIN CA-SHARPE - SITE #45,T10000001920,MILITARY UST SITE,COMPLETED - CASE CLOSED,ROTH ROAD,LATHROP,37.83683117,-121.2650996
DEFENSE DISTRIBUTION SAN JOAQUIN CA-SHARPE - SITE #55 UST,T0607700758,MILITARY UST SITE,COMPLETED - CASE CLOSED,850 ROTH RD E,LATHROP,37.82902269,-121.2692142
DEFENSE DISTRIBUTION SAN JOAQUIN CA-SHARPE - SITE #58,T10000001931,MILITARY UST SITE,COMPLETED - CASE CLOSED,ROTH ROAD,LATHROP,37.8266499,-121.2700403
DEFENSE DISTRIBUTION SAN JOAQUIN CA-SHARPE - SITE #60,T10000001921,MILITARY UST SITE,COMPLETED - CASE CLOSED,ROTH ROAD,LATHROP,37.8310395,-121.2681627
DEFENSE DISTRIBUTION SAN JOAQUIN CA-SHARPE - SITE #61,T10000001932,MILITARY UST SITE,COMPLETED - CASE CLOSED,ROTH ROAD,LATHROP,37.83959763,-121.2688923
DEFENSE DISTRIBUTION SAN JOAQUIN CA-SHARPE - SITE #70,T10000001922,MILITARY UST SITE,COMPLETED - CASE CLOSED,ROTH ROAD,LATHROP,37.84707034,-121.2673473
DEFENSE DISTRIBUTION SAN JOAQUIN CA-SHARPE - SITE #71,T10000001923,MILITARY UST SITE,COMPLETED - CASE CLOSED,ROTH ROAD,LATHROP,37.85000161,-121.2670469
DEFENSE DISTRIBUTION SAN JOAQUIN CA-SHARPE - SITE #72,T10000001926,MILITARY UST SITE,COMPLETED - CASE CLOSED,ROTH ROAD,LATHROP,37.8398857,-121.2717247
DEFENSE DISTRIBUTION SAN JOAQUIN CA-SHARPE - SITE #73 UST,T0607700759,MILITARY UST SITE,COMPLETED - CASE CLOSED,850 ROTH RD E,LATHROP,37.83558984,-121.2659311
DEFENSE DISTRIBUTION SAN JOAQUIN CA-SHARPE - SITE #79,T10000001927,MILITARY UST SITE,COMPLETED - CASE CLOSED,ROTH ROAD,LATHROP,37.85188654,-121.2659955
DEFENSE DISTRIBUTION SAN JOAQUIN CA-SHARPE - SITE P-1H,T10000004420,MILITARY CLEANUP SITE,OPEN - SITE ASSESSMENT,ROTH ROAD,LATHROP,37.82992094,-121.273613
DEFENSE DISTRIBUTION SAN JOAQUIN CA-SHARPE - SITE#146,T10000001996,MILITARY UST SITE,COMPLETED - CASE CLOSED,850 ROTH ROAD,LATHROP,37.84940859,-121.2717891
DEFENSE DISTRIBUTION SAN JOAQUIN CA-SHARPE - SITE#147,T10000002002,MILITARY UST SITE,COMPLETED - CASE CLOSED,850 ROTH ROAD,LATHROP,37.83097171,-121.2678623
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - ALL SITE ACTIVITIES AND DOCUMENTS AT THE TRACY MILITARY FACILITY,DOD100088300,MILITARY CLEANUP SITE,OPEN - REMEDIATION,25600 CHRISMAN ROAD,TRACY,37.72210377,-121.397295
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - AREA 1/BUILDING 237,T10000002567,MILITARY CLEANUP SITE,OPEN - REMEDIATION,25600 CHRISMAN ROAD,TRACY,37.72109388,-121.3934219
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - AREA 3,T10000002963,MILITARY CLEANUP SITE,OPEN - REMEDIATION,25600 CHRISMAN ROAD,TRACY,37.7203895,-121.3876176
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - BUILDING 201 SUMP,T10000001919,MILITARY UST SITE,COMPLETED - CASE CLOSED,26500 CHRISMAN RD,TRACY,37.7185405,-121.3981031
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - GROUNDWATER EXTRACTION SYSTEMS,T0607771011,MILITARY CLEANUP SITE,OPEN - REMEDIATION,25600 CHRISMAN ROAD,TRACY,37.7265802,-121.3888621
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - GROUNDWATER MONITORING REPORTS,T10000001984,MILITARY CLEANUP SITE,OPEN - REMEDIATION,25600 CHRISMAN ROAD,TRACY,37.7218322,-121.3973165
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - GROUNDWATER POTABLE SUPPLY WELL REPORTS,T10000001985,MILITARY CLEANUP SITE,OPEN - REMEDIATION,25600 CHRISMAN ROAD,TRACY,37.72149275,-121.3972735
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - NORTHEAST BANTA ROAD TCE PLUME,T10000002042,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,BANTA ROAD,TRACY,37.72578676,-121.3789701
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - NORTHWEST CORNER AREA DIELDRIN PLUME,T10000001682,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,25600 CHRISMAN ROAD,TRACY,37.72408955,-121.397295
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - SITE #06 UST,T0607700337,MILITARY UST SITE,COMPLETED - CASE CLOSED,26500 CHRISMAN RD,TRACY,37.72109388,-121.3966137
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - SITE #07 UST,T0607700760,MILITARY UST SITE,COMPLETED - CASE CLOSED,26500 CHRISMAN RD,TRACY,37.72103448,-121.395911
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - SITE #09 UST,T0607700761,MILITARY UST SITE,COMPLETED - CASE CLOSED,26500 CHRISMAN RD,TRACY,37.72012217,-121.3955086
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - SITE #10 UST,T0607700762,MILITARY UST SITE,COMPLETED - CASE CLOSED,26500 CHRISMAN RD,TRACY,37.72014339,-121.3951492
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - SITE #13 UST,T0607700763,MILITARY UST SITE,COMPLETED - CASE CLOSED,26500 CHRISMAN RD,TRACY,37.71975301,-121.3939852
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - SITE #14 UST,T0607700764,MILITARY UST SITE,COMPLETED - CASE CLOSED,26500 CHRISMAN RD,TRACY,37.71938808,-121.3935828
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - SITE #17 UST,T0607700765,MILITARY UST SITE,COMPLETED - CASE CLOSED,26500 CHRISMAN RD,TRACY,37.71616307,-121.3931966
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - SITE #18 UST,T0607700766,MILITARY UST SITE,COMPLETED - CASE CLOSED,26500 CHRISMAN RD,TRACY,37.72031736,-121.3937652
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - SITE #19 UST,T0607700767,MILITARY UST SITE,COMPLETED - CASE CLOSED,26500 CHRISMAN RD,TRACY,37.72015188,-121.3932019
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - SITE #20 UST,T0607700768,MILITARY UST SITE,COMPLETED - CASE CLOSED,26500 CHRISMAN RD,TRACY,37.7124902,-121.391311
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - SITE #22 UST,T0607700769,MILITARY UST SITE,COMPLETED - CASE CLOSED,26500 CHRISMAN RD,TRACY,37.72115329,-121.3917375
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - SITE #23 UST,T0607700770,MILITARY UST SITE,COMPLETED - CASE CLOSED,26500 CHRISMAN RD,TRACY,37.71061232,-121.3903159
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - SITE #24 UST,T0607700771,MILITARY UST SITE,COMPLETED - CASE CLOSED,26500 CHRISMAN RD,TRACY,37.72063561,-121.391378
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - SITE #25 UST,T0607700772,MILITARY UST SITE,COMPLETED - CASE CLOSED,26500 CHRISMAN RD,TRACY,37.72015188,-121.3910508
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - SITE #27 UST,T0607700773,MILITARY UST SITE,COMPLETED - CASE CLOSED,26500 CHRISMAN RD,TRACY,37.72142061,-121.3915765
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - SITE #32 UST,T0607700774,MILITARY UST SITE,COMPLETED - CASE CLOSED,26500 CHRISMAN RD,TRACY,37.71545015,-121.386593
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - SOLID WASTE MANAGEMENT UNIT 20,T10000001683,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,25600 CHRISMAN ROAD,TRACY,37.7198803,-121.3941193
DEFENSE DISTRIBUTION SAN JOAQUIN CA-TRACY - SWMU 1 / AREA 2,T10000002962,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,25600 CHRISMAN ROAD,TRACY,37.72167945,-121.3896668
DEFENSE FUEL SUPPLY POINT (DFSP) ESTERO BAY TANK FARM,T10000009417,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,3300 PANORAMA DRIVE,MORRO BAY,35.40496,-120.86364
DEFENSE LOGISTICS AGENCY - TUSTIN RELEASE AREA - DEFENSE LOGISTICS AGENCY - TUSTIN RELEASE AREA,T0605901423,MILITARY CLEANUP SITE,OPEN - REMEDIATION,13031 NEWPORT AVE,TUSTIN,33.74939044,-117.811014
DEGANAWIDAH-QUETZALCOATL UNIVERSITY - DQ UNIVERSITY,SL0611375445,MILITARY CLEANUP SITE,OPEN - REMEDIATION,33250 COUNTY ROAD 31,DAVIS,38.56742825,-121.8858862
DEL MAR ARMY BASE - US DEL MAR ARMY BASE (FUDS),T0609791323,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,HIGHWAY 1,SEA RANCH,38.711624,-123.450684
DEL NORTE COUNTY AIRPORT - US DEL NORTE COUNTY AIRPORT (FUDS),T0601591324,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,,CRESCENT CITY,41.78065695,-124.2370892
DESERT CENTER AIRPORT - DESERT CENTER AIRPORT (J09CA034100),DOD100093300,MILITARY CLEANUP SITE,OPEN - INACTIVE,DESERT CENTER,DESERT CENTER,33.748627,-115.323036
DESERT CENTER AIRPORT - DESERT CENTER AIRPORT (J09CA034100),T0606534073,MILITARY CLEANUP SITE,OPEN - INACTIVE,DESERT CENTER,DESERT CENTER,33.748627,-115.323036
DEWITT GENERAL HOSPITAL - DEWITT BAKERY - BLDG #210A,T0606100270,MILITARY UST SITE,OPEN - VERIFICATION MONITORING,DEWITT & D AVE,AUBURN,38.936948,-121.104934
DEWITT GENERAL HOSPITAL - DEWITT BLDG #18,T0606100211,MILITARY UST SITE,OPEN - VERIFICATION MONITORING,11481 DEWITT & B AVE,AUBURN,38.94058527,-121.1041832
DEWITT GENERAL HOSPITAL - DEWITT BLDG #5 AND #8,T0606100212,MILITARY UST SITE,OPEN - VERIFICATION MONITORING,1510 DEWITT & A AVE,AUBURN,38.94110265,-121.105299
DEWITT GENERAL HOSPITAL - DEWITT BUILDING 320B,T0606100213,MILITARY UST SITE,OPEN - VERIFICATION MONITORING,11593 DEWITT & F AVE,AUBURN,38.93727228,-121.1023164
DEWITT GENERAL HOSPITAL - DEWITT CAFE - BLDG #208,T0606100269,MILITARY UST SITE,OPEN - VERIFICATION MONITORING,DEWITT & C AVE,AUBURN,38.93776467,-121.1054007
DEWITT GENERAL HOSPITAL - DEWITT CENTER (DEWITT GENERAL HOSPITAL) (J09CA0790),T0606122682,MILITARY PRIVATIZED SITE,OPEN - INACTIVE,DEWITT: W. OF HWY 49 BETWEEN BELL AND ATWOOD RD,AUBURN,38.938048,-121.103284
DEWITT GENERAL HOSPITAL - DEWITT HEATING PLANT - BLDG #500,T0606100202,MILITARY UST SITE,OPEN - VERIFICATION MONITORING,2725 DEWITT & 3RD ST,AUBURN,38.93587861,-121.1045694
DEWITT GENERAL HOSPITAL - DEWITT WATER TREATMENT PLANT BLDG 603,T0606100209,MILITARY UST SITE,OPEN - VERIFICATION MONITORING,2900 DEWITT & B AVE,AUBURN,38.93916663,-121.1062217
DIXON NAVAL RESERVE TRAINING FACILITY - 0 PARENT,T0609514107,MILITARY CLEANUP SITE,OPEN - SITE ASSESSMENT,7200 RADIO STATION RD,DIXON,38.37148928,-121.7754865
DIXON NAVAL RESERVE TRAINING FACILITY - MUNITIONS RESPONSE PROGRAM SITE UX01,DOD100093500,MILITARY CLEANUP SITE,OPEN - SITE ASSESSMENT,7200 RADIO STATION RD,DIXON,38.36410367,-121.771946
DIXON NAVAL RESERVE TRAINING FACILITY - SITE 1 - WASTE BLOWDOWN AREA,DOD100093600,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,7200 RADIO STATION ROAD,DIXON,38.37237248,-121.7761195
DIXON NAVAL RESERVE TRAINING FACILITY - SITE 2 - LANDFILL AREA A,DOD100094900,MILITARY CLEANUP SITE,OPEN - REMEDIATION,7200 RADIO STATION RD,DIXON,38.36590388,-121.768105
DIXON NAVAL RESERVE TRAINING FACILITY - SITE 3 - LANDFILL AREA B,DOD100095000,MILITARY CLEANUP SITE,OPEN - SITE ASSESSMENT,7200 RADIO STATION RD,DIXON,38.36588705,-121.7765594
DIXON NAVAL RESERVE TRAINING FACILITY - SITE 4 - AUTOMOBILE LANDFILL,DOD100095100,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,7200 RADIO STATION RD,DIXON,38.36129391,-121.7722464
DIXON NAVAL RESERVE TRAINING FACILITY - SITE 5 - BASEWIDE GROUNDWATER (FACILITY-WIDE),DOD100093400,MILITARY CLEANUP SITE,OPEN - SITE ASSESSMENT,7200 RADIO STATION RD,DIXON,38.37170798,-121.7755294
DIXON NAVAL RESERVE TRAINING FACILITY - UST A,T0609500439,MILITARY UST SITE,COMPLETED - CASE CLOSED,7200 RADIO STATION RD,DIXON,38.38351663,-121.7746925
DIXON NAVAL RESERVE TRAINING FACILITY - UST B,T0609500438,MILITARY UST SITE,COMPLETED - CASE CLOSED,7200 RADIO STATION RD,DIXON,38.38343253,-121.7744565
DIXON NAVAL RESERVE TRAINING FACILITY - UST C,T0609500367,MILITARY UST SITE,COMPLETED - CASE CLOSED,7200 RADIO STATION RD,DIXON,38.37140517,-121.7755938
DIXON NAVAL RESERVE TRAINING FACILITY - UST D [52-1],T10000003013,MILITARY UST SITE,COMPLETED - CASE CLOSED,7200 RADIO STATION RD,DIXON,38.3723136,-121.7761517
DIXON NAVAL RESERVE TRAINING FACILITY - UST E [52-2],T0609500437,MILITARY UST SITE,COMPLETED - CASE CLOSED,7200 RADIO STATION RD,DIXON,38.37224631,-121.7760015
DOD - POINT MUGU NAWS,SLT43154152,MILITARY CLEANUP SITE,OPEN - ASSESSMENT & INTERIM REMEDIAL ACTION,311 MAIN ROAD,POINT MUGU,34.108499,-119.109986
DOD - PORT HUENEME NCBC,SLT43151149,MILITARY CLEANUP SITE,OPEN - SITE ASSESSMENT,1100 23RD AVENUE,PORT HUENEME,34.16842286,-119.1956949
DODGE RIDGE - DODGE RIDGE SKI RESORT,T0610900060,MILITARY UST SITE,COMPLETED - CASE CLOSED,DODGE RIDGE RD,PINECREST,38.3333991,-119.9190642
EAGLE FIELD - EAGLE FIELD (J09CA079400),T0601938335,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,1100 PRINCE STREET,DOS PALOS,36.8988,-120.6787
EAST FORT BAKER - BLDG 505-1,T0609592150,MILITARY UST SITE,OPEN - INACTIVE,505 MCREYNOLDS RD.,SAUSALITO,37.828375,-122.505081
EAST FORT BAKER - BLDG 505-2/3,T0609592151,MILITARY UST SITE,OPEN - INACTIVE,505 MCREYNOLDS RD.,SAUSALITO,37.828375,-122.505081
EAST FORT BAKER - BLDG 637,T0609592155,MILITARY UST SITE,OPEN - INACTIVE,637 BREITUNG RD,SAUSALITO,37.838,-122.4767
EAST FORT BAKER - BLDG 646,T0609592156,MILITARY UST SITE,OPEN - INACTIVE,646 BEHIND YACHT CLUB,SAUSALITO,37.834,-122.475
EAST FORT BAKER - BLDG 651,T0609592146,MILITARY UST SITE,OPEN - INACTIVE,651 MCREYNOLDS RD.,SAUSALITO,37.828375,-122.505081
EAST FORT BAKER - BLDG 694/749,T0609592153,MILITARY UST SITE,OPEN - INACTIVE,694/749 BREITUNG RD.,SAUSALITO,37.8347,-122.4759
EAST FORT BAKER - BLDG 699,T0609592154,MILITARY UST SITE,OPEN - INACTIVE,699 SOMMERVILLE ROAD,SAUSALITO,37.834,-122.47396
EAST FORT BAKER - BLDG. 623,T0604168545,MILITARY CLEANUP SITE,OPEN - INACTIVE,,SAUSILITO,37.836225,-122.478547
EAST FORT BAKER - BLDG. 639/723,T0609592152,MILITARY UST SITE,OPEN - INACTIVE,SOMMERVILLE RD.,SAUSALITO,37.83419,-122.47598
EAST FORT BAKER - FACILITY WIDE (ARMY BRAC),SLT2O3788,MILITARY CLEANUP SITE,OPEN - INACTIVE,,SAUSALITO,37.836768,-122.479448
EAST FORT BAKER - FDS C-1,T0609592157,MILITARY UST SITE,OPEN - INACTIVE,MURRAY CIRCLE,SAUSALITO,37.834,-122.479
EAST FORT BAKER - FDS C-10,T0609592147,MILITARY UST SITE,OPEN - INACTIVE,636 MCREYNOLDS RD.,SAUSALITO,37.837,-122.478
EAST FORT BAKER - WHARF TANK,T0609592148,MILITARY UST SITE,OPEN - INACTIVE,659 SOMMERVILLE RD.,SAUSALITO,37.834,-122.475
EDWARDS AIR FORCE BASE - 1 - AOC 344,DOD100074300,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.888649,-117.846446
EDWARDS AIR FORCE BASE - 1 - AOC 365,DOD100074400,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.90796514,-117.9114532
EDWARDS AIR FORCE BASE - 1 - AOC 367,DOD100074500,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.9190856,-117.9023123
EDWARDS AIR FORCE BASE - 1 - AOC 377,DOD100074600,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.90618784,-117.9116893
EDWARDS AIR FORCE BASE - 1 - AOC 397,DOD100075900,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.92256922,-117.8858542
EDWARDS AIR FORCE BASE - 1 - SITE 10,DOD100076000,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.93179221,-117.8869218
EDWARDS AIR FORCE BASE - 1 - SITE 11,DOD100076100,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.92696753,-117.8820562
EDWARDS AIR FORCE BASE - 1 - SITE 16,DOD100076200,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.93648467,-117.8887939
EDWARDS AIR FORCE BASE - 1 - SITE 17,DOD100077500,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.92082743,-117.8879356
EDWARDS AIR FORCE BASE - 1 - SITE 18,DOD100077600,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.93836686,-117.8901887
EDWARDS AIR FORCE BASE - 1 - SITE 19,DOD100077700,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.9324387,-117.8789234
EDWARDS AIR FORCE BASE - 1 - SITE 20,DOD100077800,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.94228721,-117.8900599
EDWARDS AIR FORCE BASE - 1 - SITE 21,DOD100090400,MILITARY CLEANUP SITE,OPEN - ASSESSMENT & INTERIM REMEDIAL ACTION,,EDWARDS AFB,34.93092581,-117.8856826
EDWARDS AIR FORCE BASE - 1 - SITE 23,DOD100090500,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.93739938,-117.8929996
EDWARDS AIR FORCE BASE - 1 - SITE 24,DOD100090600,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,,EDWARDS AFB,34.9386483,-117.8932571
EDWARDS AIR FORCE BASE - 1 - SITE 33,DOD100090700,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.91686866,-117.896347
EDWARDS AIR FORCE BASE - 1 - SITE 342,DOD100082300,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.90785956,-117.9121828
EDWARDS AIR FORCE BASE - 1 - SITE 343,DOD100082400,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.91507396,-117.8990936
EDWARDS AIR FORCE BASE - 1 - SITE 345,DOD100082500,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.92424061,-117.8966904
EDWARDS AIR FORCE BASE - 1 - SITE 346,DOD100082600,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.92374799,-117.8981066
EDWARDS AIR FORCE BASE - 1 - SITE 366,DOD100087100,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.91663993,-117.9050374
EDWARDS AIR FORCE BASE - 1 - SITE 41,DOD100087200,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.91412381,-117.8982139
EDWARDS AIR FORCE BASE - 1 - SITE 42,DOD100087300,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.90741964,-117.9129124
EDWARDS AIR FORCE BASE - 1 - SITE 43,DOD100087400,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.9137719,-117.9004669
EDWARDS AIR FORCE BASE - 1 - SITE 44,DOD100079100,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.91576018,-117.8995657
EDWARDS AIR FORCE BASE - 1 - SITE 45,DOD100079200,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.91715018,-117.8969049
EDWARDS AIR FORCE BASE - 1 - SITE 46,DOD100079300,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.91903281,-117.8952634
EDWARDS AIR FORCE BASE - 1 - SITE 47,DOD100079400,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.91889206,-117.8914332
EDWARDS AIR FORCE BASE - 1 - SITE 48,DOD100083900,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.92348409,-117.8858757
EDWARDS AIR FORCE BASE - 1 - SITE 49,DOD100084000,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.9217951,-117.8846741
EDWARDS AIR FORCE BASE - 1 - SITE 50,DOD100084100,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.92446932,-117.8872705
EDWARDS AIR FORCE BASE - 1 - SITE 51,DOD100084200,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.9242758,-117.8822708
EDWARDS AIR FORCE BASE - 1 - SITE 52,DOD100088800,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.92274516,-117.8822923
EDWARDS AIR FORCE BASE - 1 - SITE 53,DOD100088900,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.92721383,-117.8883433
EDWARDS AIR FORCE BASE - 1 - SITE 54,DOD100089000,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.93131943,-117.8869781
EDWARDS AIR FORCE BASE - 1 - SITE 55,DOD100089100,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.92853328,-117.8823781
EDWARDS AIR FORCE BASE - 1 - SITE 56,DOD100080700,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.93958058,-117.8918195
EDWARDS AIR FORCE BASE - 1 - SITE 57,DOD100080800,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.93907047,-117.8849101
EDWARDS AIR FORCE BASE - 1 - SITE 58,DOD100080900,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.94183208,-117.8850174
EDWARDS AIR FORCE BASE - 1 - SITE 59,DOD100081000,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.92404708,-117.89536
EDWARDS AIR FORCE BASE - 1 - SITE 60,DOD100085500,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.9265629,-117.8917551
EDWARDS AIR FORCE BASE - 1 - SITE 62,DOD100085600,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.94590397,-117.8877318
EDWARDS AIR FORCE BASE - 1 - SITE 64,DOD100085700,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.92482119,-117.8781509
EDWARDS AIR FORCE BASE - 1 - SITE 65,DOD100085800,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.93393398,-117.8901672
EDWARDS AIR FORCE BASE - 1 - SITE 66,DOD100118400,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.93687167,-117.8851461
EDWARDS AIR FORCE BASE - 1 - SITE 67,DOD100118500,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.92024682,-117.8937721
EDWARDS AIR FORCE BASE - 1 - SITE 68,DOD100118600,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.92765365,-117.8894591
EDWARDS AIR FORCE BASE - 1 - SITE 8,DOD100118700,MILITARY CLEANUP SITE,OPEN - VERIFICATION MONITORING,,EDWARDS AFB,34.92927216,-117.8765416
