"TRI FACILITY REPORT","TRI FACILITY ID","FACILITY NAME","ADDRESS","COUNTY NAME","LATITUDELONGITUDE","TOTAL FORMS","LAST FORM","RISK SCREENING","P2 REPORT"
"","93502CLFRN9350O","CALPORTLAND CO MOJAVE PLANT","9350 OAK CREEK RDMOJAVE, CA 93501","KERN","35.029298, -118.316236","109","2018","Report",""
"","90502CTLNP193SN","CALPORTLAND CO NORMANDIE PLANT","19030 S NORMANDIE AVETORRANCE, CA 90502","LOS ANGELES","33.85777, -118.29924","13","2018","Report",""
"","9344WCLPRT444VL","CALPORTLAND CO PASO ROBLES PLANT","444 VOLPI YSABEL RDTEMPLETON, CA 93446","SAN LUIS OBISPO","35.580639, -120.688637","12","2018","Report",""
"","92407CHPRR2400W","CALPORTLAND CO SAN BERNARDINO PLANT","2400 W HIGHLAND AVESAN BERNARDINO, CA 92407","SAN BERNARDINO","34.136029, -117.350891","13","2016","Report",""
"","9340WCLPRT219TA","CALPORTLAND CO SAN LUIS OBISPO","219 TANK FARM ROADSAN LUIS OBISPO, CA 93401","SAN LUIS OBISPO","35.246812, -120.667179","12","2018","Report",""
"","9345WCLPRT1625E","CALPORTLAND CO SANTA MARIA PLANT","1625 E DONOVAN ROADSANTA MARIA, CA 93454","SANTA BARBARA","34.96746, -120.41004","11","2018","Report",""
"","91352CTLNP8981B","CALPORTLAND CO SUN VALLEY PLANT","8981 BRADLEY AVESUN VALLEY, CA 91352","LOS ANGELES","34.23246, -118.37889","18","2018","Report",""
"","9227WCLPRT722VI","CALPORTLAND CO VISTA CHINO PLANT","72200 VISTA CHINO AVETHOUSAND PALMS, CA 92276","RIVERSIDE","33.84532, -116.37557","9","2018","Report",""
"","90064CTLNP11122","CALPORTLAND CO WEST LA PLANT","11122 W PICO BLVDLOS ANGELES, CA 90064","LOS ANGELES","34.03657, -118.43596","16","2016","Report",""
"","91706CHPRR13000","CALPORTLAND COMPANY BALDWIN PARK PLANT","13000 E LOS ANGELES STIRWINDALE, CA 91706","LOS ANGELES","34.09194, -117.9902","8","2008","Report",""
"","92324CLFRN695SO","CALPORTLAND COMPANY COLTON PLANT","695 S RANCHO AVECOLTON, CA 92324","SAN BERNARDINO","34.0595, -117.3432","80","2013","Report",""
"","92606CTLNP16371","CALPORTLAND COMPANY IRVINE PLANT","16371 CONSTRUCTION CIR WIRVINE, CA 92606","ORANGE","33.694697, -117.823193","13","2012","Report",""
"","9328WCLPRT36316","CALPORTLAND COMPANY NORTH SKY READY MIX PLANT","36316 S. KELSO VALLEY ROADWELDON, CA 93283","KERN","35.623957, -118.27605","1","2012","N/A",""
"","9006WCLPRT61FRE","CALPORTLAND COMPANY SILVERLAKE PLANT","6001 FOREST LAWN DRIVELOS ANGELES, CA 90068","LOS ANGELES","34.15269, -118.32006","2","2014","N/A",""
"","9346WCLPRT113MI","CALPORTLAND COMPANY SOLVANG PLANT","1130 MISSION DRIVESOLVANG, CA 93463","SANTA BARBARA","34.59752, -120.15627","1","2008","Report",""
"","92368RVRSD19409","CALPORTLAND ORO GRANDE PLANT","19409 NATIONAL TRAILS HWYORO GRANDE, CA 92368","SAN BERNARDINO","34.6045, -117.3382","185","2018","Report",""
"","92718CLSNC9HOLL","CALSONIC CLIMATE CONTROL INC","9 HOLLANDIRVINE, CA 926182598","ORANGE","33.64468, -117.71813","6","1991","N/A",""
"","93454CMBRW5475C","CAMBRIA WINERY","5475 CHARDONNAY LNSANTA MARIA, CA 93454","SANTA BARBARA","34.877225, -120.260036","1","2002","N/A",""
"","93291CMBRD8240D","CAMBRIDGE FILTER CORP","8240 DOE AVEVISALIA, CA 93291","TULARE","36.34605, -119.38279","3","1989","N/A",""
"","92647CMBMN7601C","CAMBRO MANUFACTURING CO CLAY AVE FACILITY","7601 CLAY AVEHUNTINGTON BEACH, CA 92648","ORANGE","33.68299, -117.9966","58","2018","Report",""
"","9264WCMBRM581SK","CAMBRO MANUFACTURING CO SKYLAB RD FACILITY","5801 SKYLAB RD.HUNTINGTON BEACH, CA 92647","ORANGE","33.7484, -118.02769","11","2018","Report",""
"","94587CMPBL30070","CAMPBELL COOPER TOOLS","30070 UNION CITY BLVDUNION CITY, CA 945871510","ALAMEDA","37.602814, -122.081984","6","1988","N/A",""
"","95354CMPBLDALYA","CAMPBELL SOUP CO","1836 LAPHAM DRMODESTO, CA 95354","STANISLAUS","37.639823, -120.969082","11","1995","N/A",""
"","92408CNMMT1795R","CANAM METAL PRODUDTS INC","1795 RIVERVIEW DRSAN BERNARDINO, CA 924083050","SAN BERNARDINO","34.08058, -117.24974","4","1999","N/A",""
"","95242SBSTN4614W","CANANDAIGUA WINE CO INC","4614 W TURNER RDLODI, CA 95242","SAN JOAQUIN","38.14581, -121.3712","24","2005","N/A",""
"","93725BCRBR3223E","CANANDAIGUA WINE CO INC CRIBARI  WINERY","3223 E CHURCH AVEFRESNO, CA 93725","FRESNO","36.71417, -119.76953","23","2001","N/A",""
"","95119DSTKX6580V","CANDESCENT TECHNOLOGIES CORP","6580 VIA DEL OROSAN JOSE, CA 95119","SANTA CLARA","37.23467, -121.78269","18","2001","N/A",""
"","92626CNNBS3191R","CANON BUSINESS MACHINES INC","3191 REDHILL AVECOSTA MESA, CA 926263498","ORANGE","33.68452, -117.86939","19","1999","N/A",""
"","92121CPCMP7014C","CAPE COMPOSITES INC","7014 CARROLL RDSAN DIEGO, CA 92121","SAN DIEGO","32.88522, -117.17014","2","1997","N/A",""
"","90501CPTLM20000","CAPITOL METALS COMPANY INC","20000 SOUTH WESTERN AVETORRANCE, CA 90501","LOS ANGELES","33.85037, -118.30933","8","1994","N/A",""
"","9001WCPNDS5498V","CAPO INDUSTRIES","5498 VINE STCHINO, CA 91710","SAN BERNARDINO","34.00732, -117.68529","4","2011","Report",""
"","94710GMSMT578CL","CARAL MANUFACTURING","578 CLEVELAND AVEALBANY, CA 94710","ALAMEDA","37.89438, -122.30828","2","2002","N/A",""
"","92835CRNPR4275N","CARAN PRECISION","4275 N PALM STFULLERTON, CA 92835","ORANGE","33.922915, -117.924381","2","2004","N/A",""
"","92867CRDLC1825W","CARD LOCK FUELS","1825 W COLLINS AVEORANGE, CA 92867","ORANGE","33.80244, -117.87207","12","1999","N/A",""
"","91733CRDNL1329P","CARDINAL INDUSTRIAL FINISHES","1329 POTRERO AVESOUTH EL MONTE, CA 91733","LOS ANGELES","34.044077, -118.05565","106","2018","Report",""
"","95112CRDNL890CO","CARDINAL INDUSTRIAL FINISHES INC","890 COMMERCIAL STSAN JOSE, CA 95112","SANTA CLARA","37.365868, -121.888574","29","1999","N/A",""
"","9176WCRFSN451EW","CAREFUSION","4501 E WALL STONTARIO, CA 91761","SAN BERNARDINO","34.05371, -117.55204","5","2014","Report",""
"","92507LLGNC1660I","CAREFUSION","1660 IOWA AVENUE, SUITE 100RIVERSIDE, CA 92507","RIVERSIDE","33.99631, -117.33984","15","2010","Report",""
"","95381CRGLL47STE","CARGILL ANIMAL NUTRITION","407 S. TEGNER RDTURLOCK, CA 95380","STANISLAUS","37.4925, -120.8854","14","2010","Report",""
"","95206CRGLL4344S","CARGILL FEED & NUTRITION STOCKTON","4344 S EL DORADO STSTOCKTON, CA 95206","SAN JOAQUIN","37.90076, -121.27577","56","2017","Report",""
"","90022PLLSB5471F","CARGILL FOODS INC","5471 FERGUSON DRCITY OF COMMERCE, CA 90022","LOS ANGELES","34.01041, -118.15498","15","1996","N/A",""
"","92407CRGLL19684","CARGILL INC","19684 CAJON BLVDSAN BERNARDINO, CA 924071622","SAN BERNARDINO","34.19696, -117.37541","6","1997","N/A",""
"","92633CRGLL550NG","CARGILL INC","550 NORTH GILBERT AVEFULLERTON, CA 92633","ORANGE","33.874694, -117.968284","1","1990","N/A",""
"","95206CRGLL3939P","CARGILL INC","3939 PRODUCERS DRSTOCKTON, CA 952064204","SAN JOAQUIN","37.9084, -121.2717","5","1997","N/A",""
"","94560LSLSL7200C","CARGILL INC. SALT DIV","7220 CENTRAL AVENEWARK, CA 945604206","ALAMEDA","37.52308, -122.03034","26","2000","N/A",""
"","93706CRGLL3115S","CARGILL MEAT SOLUTIONS CORP","3115 SOUTH FIG AVENUEFRESNO, CA 93706","FRESNO","36.6888, -119.8012","13","2018","Report",""
"","93230MDMRC10790","CARGILL, INC","10365 IONA AVEHANFORD, CA 93230","KINGS","36.28404, -119.64392","51","2012","Report",""
"","91733MLTCH218ME","CARLISLE COATINGS & WATERPROOFING INC","10880 POPLAR AVEFONTANA, CA 92337","SAN BERNARDINO","34.05719, -117.46258","69","2001","N/A",""
"","92121DTLCT10170","CARLISLE MEMORY PRODS GROUP","10170 SORRENTO VALLEY RDSAN DIEGO, CA 921211604","SAN DIEGO","32.88947, -117.20884","3","1989","N/A",""
"","92008HGHSR6155E","CARLSBAD BUILDINGS 1 - 8","6155 EL CAMINO REALCARLSBAD, CA 92009","SAN DIEGO","33.12683, -117.26613","39","2016","N/A",""
"","90723CRLTN7743E","CARLTON FORGE WORKS","7743 E ADAMS STPARAMOUNT, CA 90723","LOS ANGELES","33.89479, -118.16474","133","2018","Report",""
"","90012CRNTN1620N","CARNATION DAIRIES","1620 N SPRING STLOS ANGELES, CA 90012","LOS ANGELES","34.06906, -118.22875","6","1987","N/A",""
"","92504RCRPN7809L","CARPENTER CO","7809 LINCOLN AVERIVERSIDE, CA 92504","RIVERSIDE","33.927306, -117.405358","80","2018","Report",""
"","95330RCRPN17100","CARPENTER CO","17100 S HARLAN RDLATHROP, CA 95330","SAN JOAQUIN","37.80654, -121.29684","70","2015","Report",""
"","90401CRRCR15471","CARR CORPORATION","1547 11TH STSANTA MONICA, CA 90401","LOS ANGELES","34.01942, -118.4858","1","1987","N/A",""
"","91749CRRRC855ON","CARRIER CORP","855 ANAHEIM PUENTE RDCITY OF INDUSTRY, CA 91749","LOS ANGELES","34.006884, -117.929954","15","1992","N/A",""
"","90670GRWGR11641","CARROLL CO  CALIFORNIA DIV","11641 PIKE STSANTA FE SPRINGS, CA 90670","LOS ANGELES","33.95604, -118.07475","44","2015","N/A",""
"","91739CRSNN8613E","CARSON INDUSTRIES","8613 ETIWANDAETIWANDA, CA 91739","SAN BERNARDINO","34.09674, -117.5238","1","2002","N/A",""
"","92324CRSNN14958","CARSON INDUSTRIES LLC","1495 8TH STREET SUITE 150COLTON, CA 92324","SAN BERNARDINO","34.08336, -117.32267","2","2004","N/A",""
"","91745WLCHP950TU","CASCADE DIE CASTING/PACIFIC","950 TURNBULL CANYON RDCITY OF INDUSTRY, CA 91745","LOS ANGELES","34.01593, -117.97518","33","2006","N/A",""
"","94621CSPRS10477","CASPER'S INDUSTRIES INC","1047 77TH AVEOAKLAND, CA 94621","ALAMEDA","37.7542, -122.18957","11","1992","N/A",""
"","92123CSPNN4951R","CASPIAN INC","4951 RUFFIN RDSAN DIEGO, CA 92123","SAN DIEGO","32.82696, -117.12699","33","2001","N/A",""
"","91324CSTLL9000W","CAST ALLOYS INC","9000 WINNETKA AVENORTHRIDGE, CA 913243235","LOS ANGELES","34.23355, -118.57107","33","1995","N/A",""
"","94577CSTLM667WH","CAST ALUMINUM & BRASS","667 WHITNEY STSAN LEANDRO, CA 94577","ALAMEDA","37.72269, -122.18926","15","2015","Report",""
"","90248CSTRT515EA","CAST-RITE CORP","515 E AIRLINE WAYGARDENA, CA 90248","LOS ANGELES","33.88749, -118.26744","28","2018","Report",""
"","90250TRBLX4801W","CASTROL INDUSTRIAL  NA INC","4857 W 147TH STHAWTHORNE, CA 902506705","LOS ANGELES","33.89834, -118.36249","17","2000","N/A",""
"","90032CSTRL1925N","CASTROL INDUSTRIAL NA","1925 N MARIANNA AVELOS ANGELES, CA 90032","LOS ANGELES","34.064089, -118.179095","16","1995","N/A",""
"","90040WTHRW5511D","CASTROL INDUSTRIAL NORTH AMERICA INC","5511 DISTRICT BLVDVERNON, CA 90058","LOS ANGELES","33.99076, -118.17685","57","2009","Report",""
"","90638CTLNF16930","CATALINA FURNITURE CO INC","16930 VALLEY VIEW AVELA MIRADA, CA 90638","LOS ANGELES","33.87791, -118.02876","11","1998","N/A",""
"","91605CTLNN11919","CATALINA INDUSTRIES INC","11919 VOSE STNORTH HOLLYWOOD, CA 91605","LOS ANGELES","34.198439, -118.392545","3","1992","N/A",""
"","91303CTLNP71DEE","CATALINA PACIFIC CONCRETE CO CANOGA PARK PLANT","7001 DEERING AVECANOGA PARK, CA 91303","LOS ANGELES","34.1974, -118.59663","3","2006","N/A",""
"","90245CTLNP339SA","CATALINA PACIFIC CONCRETE CO EL SEGUNDO PLANT","339 S AVIATION BLVDEL SEGUNDO, CA 90245","LOS ANGELES","33.91209, -118.3787","7","2018","Report",""
"","90744CTLNP126BL","CATALINA PACIFIC CONCRETE CO WILMINGTON PLANT","1026 BLINN STWILMINGTON, CA 90744","LOS ANGELES","33.78454, -118.24493","3","2006","N/A",""
"","90704PBBLY1PEBB","CATALINA UTILITIES CENTER","1 PEBBLY BEACH RDAVALON, CA 90704","LOS ANGELES","33.33443, -118.31307","90","2018","Report",""
"","91367CTLNY21200","CATALINA YACHTS INC","21200 VICTORY BLVDWOODLAND HILLS, CA 91367","LOS ANGELES","34.18836, -118.59304","49","2007","Report",""
"","92676CTLNP5305S","CATALINIA PACIFIC CONCRETE CO ORANGE PLANT","5305 SANTIAGO CANYON RDSILVERADO, CA 92676","ORANGE","33.77169, -117.69865","5","2005","N/A",""
"","92675CTLNP31511","CATALINIA PACIFIC CONCRETE CO SAN JUAN PLANT","31511 ORTEGA HWYSAN JUAN CAPISTRANO, CA 92675","ORANGE","33.513977, -117.578771","5","2006","N/A",""
"","93033CTLYT1641F","CATALYTIC SOLUTIONS INC","1641 FISKE PLOXNARD, CA 93033","VENTURA","34.18086, -119.16196","15","2018","Report",""
"","94303SNDZC1990B","CATALYTICA BAY VIEW INC","1990 BAY RDEAST PALO ALTO, CA 94303","SAN MATEO","37.47359, -122.12983","66","2000","N/A",""
"","93401CBCNS4388L","CB&I INC.","4388 OLD SANTA FE RDSAN LUIS OBISPO, CA 934018158","SAN LUIS OBISPO","35.238203, -120.651502","17","2011","Report",""
"","95330CBCST17ELU","CBC STEEL BUILDINGS LLC","1700 E LOUISE AVELATHROP, CA 95330","SAN JOAQUIN","37.81185, -121.27235","50","2018","Report",""
"","92335CBNCN11001","CBI NA-CON INC","11001 ETIWANDA AVEFONTANA, CA 92337","SAN BERNARDINO","34.05391, -117.52416","20","1994","N/A",""
"","90011CBSCX301E3","CBS COMPANY","301 EAST 32ND STLOS ANGELES, CA 90011","LOS ANGELES","34.019241, -118.269302","1","1990","N/A",""
"","90023CHRKC3540E","CCI INC","3540 E 26TH STVERNON, CA 90058","LOS ANGELES","34.01225, -118.20808","40","2018","Report",""
"","92071CLCST9353A","CCM ENTERPRISES","9353 ABRAHAM WAYSANTEE, CA 92071","SAN DIEGO","32.84641, -116.96392","16","2007","Report",""
"","95310CDFCL10753","CDF COLUMBIA AIR ATTACK BASE","10753 N AIRPORT RDCOLUMBIA, CA 95310","TUOLUMNE","38.039495, -120.408877","1","2001","N/A",""
"","94026CDRSY3475E","CDR SYS CORP","3475 EDISON WAYMENLO PARK, CA 940262479","SAN MATEO","37.47655, -122.19747","4","1989","N/A",""
"","93212CDRSY745NO","CDR SYSTEMS CORP","745 N AVECORCORAN, CA 93212","KINGS","36.102657, -119.580965","21","2010","Report",""
"","92705CDKLC3002S","CEDKO ELECTRONICS INC","3002 SOUTH OAK STSANTA ANA, CA 92707","ORANGE","33.70727, -117.86313","5","1991","N/A",""
"","95138CLSTC5325H","CELESTICA","5325 HELLYER AVESAN JOSE, CA 95138","SANTA CLARA","37.26654, -121.79023","1","2001","N/A",""
"","92704MDPHR3501W","CELLTECH MANUFACTURING CA INC","3501 W GARRY AVESANTA ANA, CA 92704","ORANGE","33.70564, -117.91575","25","2003","N/A",""
"","94514CMXBY531BY","CEMEX - BYRON","5301 BYRON HOT SPRINGS RDBYRON, CA 94514","CONTRA COSTA","37.84835, -121.6232","3","2006","N/A",""
"","95901CMXMR6124A","CEMEX - MARYSVILLE","6124 AVONDALE RDMARYSVILLE, CA 95901","YUBA","39.12949, -121.57206","3","2006","N/A",""
"","95687CMXVC4969V","CEMEX - VACAVILLE","4969 VANDEN RDVACAVILLE, CA 95687","SOLANO","38.28716, -121.9656","4","2010","Report",""
"","9501WCMXCP195PR","CEMEX AC2 APPLE OFFICE BLDG JOB - PORTABLE PLANT","19050 PRUNERIDGE AVECUPERTINO, CA 95014","SANTA CLARA","37.332267, -122.00483","1","2015","N/A",""
"","94509CMXNT6124A","CEMEX ANTIOCH","6124 AVONDALE RDANTIOCH, CA 94509","CONTRA COSTA","39.12949, -121.57206","2","2005","N/A",""
"","93311VLCNM8577P","CEMEX BAKERSFIELD","8517 PANAMA LNBAKERSFIELD, CA 93311","KERN","35.29616, -119.09769","41","2016","Report",""
"","95827RMCPC9751K","CEMEX BRADSHAW","9751 KEIFER BLVDSACRAMENTO, CA 958273828","SACRAMENTO","38.543533, -121.332607","16","2012","Report",""
"","90222CMXCN2722N","CEMEX COMPTON PLANT","2722 N ALAMEDA STCOMPTON, CA 90222","LOS ANGELES","33.91705, -118.2232","12","2018","Report",""
"","94520RMCPC3951L","CEMEX CONCORD","3951 LAURA ALICE WAYCONCORD, CA 94520","CONTRA COSTA","38.00554, -122.04752","16","2018","Report",""
"","93274CMXRD189SK","CEMEX CONSTRUCTION MATERIALS L.P.","1890 S K STTULARE, CA 93274","TULARE","36.18847, -119.34174","3","2007","N/A",""
"","93308CMXCN2295G","CEMEX CONSTRUCTION MATERIALS L.P.","2295 GIBSON STBAKERSFIELD, CA 93308","KERN","35.37926, -119.05209","2","2006","N/A",""
"","91789CMXCN293CU","CEMEX CONSTRUCTION MATERIALS LP","20903 CURRIER RDWALNUT, CA 91789","LOS ANGELES","34.00826, -117.84903","3","2018","N/A",""
"","93060CMXCN143SA","CEMEX CONSTRUCTION MATERIALS LP","1430 SANTA CLARASANTA PAULA, CA 93060","VENTURA","34.352307, -119.051992","2","2018","N/A",""
"","92392STHWSBLACK","CEMEX CONSTRUCTION MATERIALS PACIFIC LLC","16888 NORTH E STREETVICTORVILLE, CA 92394","SAN BERNARDINO","34.5534, -117.3031","130","2018","Report",""
"","9453WCMXCN161CE","CEMEX CONSTRUCTION MATERIALS PACIFIC LLC","1601 CEMENT HILL ROADFAIRFIELD, CA 94533","SOLANO","38.28262, -121.99716","11","2018","Report",""
"","9569WCMXCN189PA","CEMEX CONSTRUCTION MATERIALS PACIFIC LLC","1890 PARKWAY BLVDWEST SACRAMENTO, CA 95691","YOLO","38.563169, -121.560137","6","2018","Report",""
"","9458WCMXCN9WHIP","CEMEX CONSTRUCTION MATERIALS PACIFIC LLC - UNION CITY PLANT","900 WHIPPLE ROADUNION CITY, CA 94587","ALAMEDA","37.60567, -122.0291","6","2018","Report",""
"","92883CMXCN2498M","CEMEX CORONA PLANT","24980 MAITRI RDCORONA, CA 92883","RIVERSIDE","33.7577, -117.48105","5","2014","N/A",""
"","9321WCMXDL11SGA","CEMEX DELANO PLANT","1100 S. GARZOLI AVEDELANO, CA 93215","KERN","35.74504, -119.24373","1","2012","N/A",""
"","95624RMCPC1286W","CEMEX ELK GROVE","1286 WATERMAN RDELK GROVE, CA 956249403","SACRAMENTO","38.38663, -121.35289","4","2006","N/A",""
"","92025PLMRT849WW","CEMEX ESCONDIDO PLANT DBA PALOMAR TRANSIT MIX","849 W WASHINGTON AVEESCONDIDO, CA 92025","SAN DIEGO","33.12321, -117.09595","18","2018","Report",""
"","93223CMXRD532TE","CEMEX FARMERSVILLE PLANT","532 TERRY AVEFARMERSVILLE, CA 93223","TULARE","36.317973, -119.214679","23","2018","N/A",""
"","92335CMXFN1322S","CEMEX FONTANA PLANT","13220 SANTA ANA AVEFONTANA, CA 92337","SAN BERNARDINO","34.055368, -117.51866","14","2018","N/A",""
"","93725CMXCN3477S","CEMEX FRESNO PLANT","3477 S CHESTNUTFRESNO, CA 93725","FRESNO","36.68441, -119.73681","21","2018","N/A",""
"","93626CMXRD13475","CEMEX FRIANT","13475 N FRIANT RDFRIANT, CA 93626","FRESNO","36.92771, -119.73207","5","2018","N/A",""
"","90038CMXCN1NLAB","CEMEX HOLLYWOOD PLANT","1000 N LA BREA AVEWEST HOLLYWOOD, CA 90038","LOS ANGELES","34.08914, -118.34409","14","2018","Report",""
"","90301CMXCN55RAI","CEMEX INGLEWOOD PLANT","505 RAILROAD PL.INGLEWOOD, CA 90302","LOS ANGELES","33.96623, -118.36397","16","2018","Report",""
"","92606CMXCN16161","CEMEX IRVINE PLANT","16161 CONSTRUCTION CIR EIRVINE, CA 92606","ORANGE","33.69546, -117.81975","13","2018","Report",""
"","93245CMXRD1S19T","CEMEX LEMOORE PLANT","1000 S 19TH AVELEMOORE, CA 93245","KINGS","36.2827, -119.79892","11","2018","N/A",""
"","95648RMCPC268AT","CEMEX LINCOLN","2680 ATHENS RDLINCOLN, CA 95648","PLACER","38.83895, -121.33545","9","2008","Report",""
"","90031CMXCN625LA","CEMEX LOS ANGELES PLANT","625 LAMARLOS ANGELES, CA 90031","LOS ANGELES","34.06621, -118.22276","14","2018","Report",""
"","95348CMXMR285NB","CEMEX MERCED","2850 N BUSINESS PKWYMERCED, CA 95348","MERCED","37.329251, -120.521","2","2006","N/A",""
"","92108VLCNM5745M","CEMEX MISSION VALLEY PLANT","2499 QUALCOMM WAYSAN DIEGO, CA 92108","SAN DIEGO","32.779865, -117.139961","39","2018","Report",""
"","95354CMXRD318BE","CEMEX MODESTO PLANT","318 BEARD AVEMODESTO, CA 95354","STANISLAUS","37.63489, -120.94354","8","2015","N/A",""
"","93021CMXCN935RS","CEMEX MOORPARK PLANT","9035 ROSELAND AVEMOORPARK, CA 93021","VENTURA","34.33703, -118.879171","6","2011","N/A",""
"","94606RMCPC33323","CEMEX OAKLAND","333 23RD AVEOAKLAND, CA 94606","ALAMEDA","37.77276, -122.23583","26","2018","Report",""
"","9330WCMXLD1157C","CEMEX OILDALE PLANT","1157 CHINA GRADE LOOPBAKERSFIELD, CA 93308","KERN","35.426804, -119.007029","1","2015","N/A",""
"","93311CMXCN11638","CEMEX OLD RIVER PLANT","11638 OLD RIVER RDBAKERSFIELD, CA 93311","KERN","35.25051, -119.10978","20","2018","N/A",""
"","92865CMXCN173NM","CEMEX ORANGE PLANT","1730 N MAIN STORANGE, CA 92865","ORANGE","33.81735, -117.86747","18","2018","Report",""
"","9303WCMXXN548DI","CEMEX OXNARD PLANT","548 DIAZ AVENUEOXNARD, CA 93030","VENTURA","34.19678, -119.168422","9","2018","N/A",""
"","92570CMXCN237PE","CEMEX PERRIS PLANT","237 PERRIS BLVDPERRIS, CA 92570","RIVERSIDE","33.784054, -117.226116","10","2018","N/A",""
"","9456WCMXPL1544S","CEMEX PLEASANTON READY-MIX","1544 STANLEY BOULEVARD, UNIT BPLEASANTON, CA 94566","ALAMEDA","37.67335, -121.83019","11","2018","Report",""
"","95360CMXRD347WS","CEMEX READY MIX","3407 W STUHR RDNEWMAN, CA 95360","STANISLAUS","37.3334, -121.0879","1","2005","N/A",""
"","92346CMXCN823AL","CEMEX REDLANDS PLANT","8203 ALABAMA STREDLANDS, CA 92346","SAN BERNARDINO","34.102475, -117.208779","13","2018","N/A",""
"","94070RMCPC126BR","CEMEX SAN CARLOS","1026 BRANSTON RDSAN CARLOS, CA 94070","SAN MATEO","37.50543, -122.25476","12","2018","Report",""
"","94107RMCPC42MAR","CEMEX SAN FRANCISCO (M)","420 MARIPOSA STSAN FRANCISCO, CA 94107","SAN FRANCISCO","37.76437, -122.388091","5","2006","N/A",""
"","95125RMCPC25STN","CEMEX SAN JOSE","2005 STONE AVESAN JOSE, CA 95125","SANTA CLARA","37.30104, -121.87173","12","2018","Report",""
"","92675CMXCN3161R","CEMEX SAN JUAN CAPISTRANO PLANT","31601 ORTEGA HWYSAN JUAN CAPISTRANO, CA 92675","ORANGE","33.519197, -117.569492","8","2018","N/A",""
"","9310WCMXSN3NCAL","CEMEX SANTA BARBARA PLANT","3 N CALLE CESAR CHAVEZSANTA BARBARA, CA 93103","SANTA BARBARA","34.74118, -120.53786","2","2018","N/A",""
"","95054RMCPC1555R","CEMEX SANTA CLARA","1555 RUSSELL AVESANTA CLARA, CA 95054","SANTA CLARA","37.38735, -121.95689","22","2018","Report",""
"","93065CMXCN3WLSA","CEMEX SIMI VALLEY PLANT","300 W LOS ANGELES AVESIMI VALLEY, CA 93065","VENTURA","34.285762, -118.807125","9","2018","N/A",""
"","95231FRNCH889ER","CEMEX STOCKTON PLANT","889 E ROTH RDFRENCH CAMP, CA 95231","SAN JOAQUIN","37.85561, -121.26498","15","2018","N/A",""
"","93268STHWS1444K","CEMEX TAFT PLANT","1444 KERN STTAFT, CA 93268","KERN","35.15046, -119.47747","7","2011","N/A",""
"","92590CMXCN2965L","CEMEX TEMECULA PLANT","29065 OLD TOWN FRONT STTEMECULA, CA 92590","RIVERSIDE","33.48288, -117.14323","9","2018","N/A",""
"","95376CMXRD335ST","CEMEX TRACY","30350 S TRACY BLVDTRACY, CA 95376","SAN JOAQUIN","37.678668, -121.43442","16","2018","N/A",""
"","95380CMXRD137WL","CEMEX TURLOCK PLANT","1307 W LINWOOD AVETURLOCK, CA 95380","STANISLAUS","37.47818, -120.86442","3","2012","Report",""
"","90670PWRLN12354","CENCO REFINING CO","12354 LAKELAND RDSANTA FE SPRINGS, CA 906703857","LOS ANGELES","33.931683, -118.069437","154","1995","N/A",""
"","91750CNTRL1350P","CENTRAL CABINET CO","1350 PALOMARES AVELA VERNE, CA 91750","LOS ANGELES","34.10152, -117.78528","1","1990","N/A",""
"","9412WBDCNC45AMA","CENTRAL CONCRETE SUPPLY CO INC - BODE","450 AMADOR STREETSAN FRANCISCO, CA 94124","SAN FRANCISCO","37.745846, -122.384536","15","2018","N/A",""
"","9454WCNTRL1844W","CENTRAL CONCRETE SUPPLY CO INC - HAYWARD","1844 W WINTON AVEHAYWARD, CA 94545","ALAMEDA","37.653, -122.12688","5","2018","N/A",""
"","9455WCNTRL893WA","CENTRAL CONCRETE SUPPLY CO INC - MARTINEZ","893 WATERBIRD WAYMARTINEZ, CA 94553","CONTRA COSTA","38.019518, -122.086378","3","2018","N/A",""
"","9560WCNTRL24PER","CENTRAL CONCRETE SUPPLY CO INC - OAKLAND","2400 PERALTA ST.OAKLAND, CA 94607","ALAMEDA","37.81877, -122.288","9","2018","N/A",""
"","94566RMCPC1645S","CENTRAL CONCRETE SUPPLY CO INC - PLEASANTON","1645 STANLEY BLVDPLEASANTON, CA 94566","ALAMEDA","37.67317, -121.83307","16","2018","Report",""
"","9511WCNTRL457QU","CENTRAL CONCRETE SUPPLY CO INC - QUEENS LANE","457 QUEENS LANESAN JOSE, CA 95112","SANTA CLARA","37.37021, -121.90323","11","2018","N/A",""
"","9406WCNTRL635SE","CENTRAL CONCRETE SUPPLY CO INC - REDWOOD CITY","635 SEAPORTREDWOOD CITY, CA 94063","SAN MATEO","37.505141, -122.209971","8","2018","N/A",""
"","9408WCNTRL135SA","CENTRAL CONCRETE SUPPLY CO INC - SOUTH SAN FRANCISCO","1305 SAN MATEO AVE.SOUTH SAN FRANCISCO, CA 94080","SAN MATEO","37.642728, -122.411132","10","2018","N/A",""
"","9512WCNTRL79STC","CENTRAL CONCRETE SUPPLY CO INC - STOCKTON AVE PLANT 1","790 STOCKTON AVE.SAN JOSE, CA 95126","SANTA CLARA","37.34163, -121.9145","9","2018","N/A",""
"","92113MRBLW3754M","CENTRAL MARBLE SUPPLY MARBLE WORKS","3754 MAIN ST STE BSAN DIEGO, CA 92113","SAN DIEGO","32.68417, -117.11346","8","2005","N/A",""
