Facility.Name,Latitude,Longitude
Hasa Inc.- Saugus,34.411667,-118.539722
Cal-Organic Vegetable Company,35.1439,-118.5456
Grimmway / Mt. View,35.1653,-118.5533
Grimmway / David Road Facility,35.0535,-118.5602
Santa Ynez Chlorination Station,34.071944,-118.568056
De Soto Chlorination Station,34.271389,-118.586667
"Aqua Clear Pools, Inc.",34.2355,-118.589611
"SGL TECHNIC, INC.",34.436028,-118.590028
Earl Schmidt Filtration Plant,34.5,-118.591667
Synear Foods - Chatsworth,34.244842,-118.599855
SalonCentric,34.439467,-118.628133
LACDPW-Site20,34.459238,-118.642282
Boeing/Rocketdyne SSFL,34.226389,-118.697222
Tapia Water Reclamation Facility,34.081944,-118.706389
Santa Clara Valley Gas Plant,34.387917,-118.796222
Rantec Microwave Systems Inc,34.156724,-118.801615
Simi Valley Water Quality Control Plant,34.282222,-118.812222
Grimmway Farms,35.249944,-118.815222
"Kern Ridge Growers, LLC (Arvin)",35.250833,-118.818639
LOS OSOS COOLING,35.203917,-118.82425
Agri-Care,35.199722,-118.824444
Heck Cellars,35.2575,-118.829722
Calleguas MWD Lake Bard Water Filtration Plant,34.24559,-118.8309
Westlake Water Filtration Plant,34.133056,-118.835833
Pastoria Energy Facility,34.954527,-118.842563
Kern Ridge Growers,35.25423,-118.84557
Johnston Farms - Ranches,35.295,-118.848056
Progressive Farms,35.295,-118.85
LT Farms,35.143889,-118.86
Johnston Farms,35.347759,-118.861666
Kirschenman Packing Edison Facility,35.345756,-118.862524
Big 'L' Packers,35.348056,-118.867222
Edison Simplot Soilbuilders,35.351389,-118.8775
"Giumarra Vineyards, Packing and Cold Storage",35.351433,-118.881133
"Giumarra Vineyards, Winery",35.352401,-118.884638
KIRSCHENMAN LAMONT FACILITY,35.253193,-118.891437
SUNRIDGE NURSERIES,35.358056,-118.896111
"Kern Ridge Growers, LLC (Lamont)",35.250833,-118.904278
Top Hat Produce,35.230833,-118.910833
Mammoth Pacific L.P.,37.645,-118.913889
Calleguas MWD Grimes Canyon Disinfection Facility,34.30732,-118.91554
Cuyama Orchards,35.032478,-118.916397
KERN OIL & REFINING CO.,35.295278,-118.921111
"Wm. Bolthouse Farms, Inc.",35.35,-118.924389
Bear Mountain Limited,35.419167,-118.926333
"Anthony Vineyards, Inc.",35.074982,-118.93107
Follmer Development Inc.,34.19207,-118.93147
Sunmet - Arvin Cold Storage,35.092944,-118.936917
Pebbly Beach Generating Station,32.750028,-118.951722
"Argo Chemical, Inc",35.356111,-118.959167
Kern River Eastridge Cogeneration Facility,35.440939,-118.961746
South East Kern River Cogeneration Facility,35.421194,-118.964111
Wholesale Fuels - Bakersfield Bulk Plant,35.3555,-118.965722
Wastewater Treatment Plant,37.610278,-119
Camarillo Sanitary Dist Water Reclamation Plant,34.194528,-119.002667
Mt. Poso Cogeneration Facility,35.57568,-119.006621
Foster Farms Porterville (8-15),36.0796,-119.0072
Live Oak Limited,35.495806,-119.008722
"Western Power & Steam, Inc.",35.440556,-119.011944
Alameda Chemical & Scientific of Newbury Park,34.226833,-119.015222
Lake Mary Water Treatment Plant,37.60388,-119.025
"Bakersfield, CA 560",35.094444,-119.026389
Gas Company Wheeler Ridge Transmission Station,35.0615,-119.0264
Badger Creek Limited,35.483722,-119.030111
High Sierra Limited,35.508667,-119.030611
KCWA ID4 Water Purification Plant,35.401389,-119.037222
Kern Front Limited,35.515556,-119.039444
Anchor Warehouse Services - Porterville Plant,35.992709,-119.042455
Sun Pacific Ducor,35.886779,-119.045396
Baker Petrolite LLC - Santa Paula,34.3536194,-119.045722
Double 'C' Limited,35.499722,-119.046111
City of Porterville Wastewater Treatment Facility,36.076083,-119.047778
Rainbow Pool Service & Repair,35.401641,-119.049789
Raytheon Vision Systems,34.025052,-119.051058
Rio Bravo Jasmin,35.74242,-119.0518
Alon Bakersfield Refining - Area 3,35.393611,-119.0525
Porterville Citrus Inc. Organics,36.149807,-119.053058
Bakersfield LPG Terminal,35.398611,-119.05425
Trauger Pumping Plant,36.2038,-119.0555
Pactiv - Bakersfield,35.423364,-119.058344
OLS Energy-Camarillo Cogeneration Facility,34.164698,-119.061203
American Yeast Corporation,35.312222,-119.061389
GE Betz - Bakersfield Plant,35.448611,-119.063333
"Titan Cold Storage, Inc. Bakersfield",35.424536,-119.066396
"Kern County Ranch - KL Sites 18,22,23,28,29,30,31",35.13781,-119.06667
Alon Bakersfield Refining - Areas 1&2,35.3825,-119.070556
Great Western Chemical Company - Bakersfield,35.437222,-119.073889
"California Chemical of Bakersfield, Inc.",35.390834,-119.074165
Rio Bravo Poso,35.54737,-119.07519
"United States Cold Storage,  Bakersfield",35.312778,-119.075278
Time Room,35.138369,-119.075704
Fresh Start Bakeries - Bakersfield facility,35.314722,-119.079444
Nestle Dreyer's Ice Cream Company,35.312639,-119.082839
Bidart Bros. Potato Packing House,35.193333,-119.083333
"Bakersfield Ag. Co., Inc.",35.447389,-119.094361
Grimmway / Premier,35.29235,-119.09485
Dan Andrews Farms,35.208806,-119.103167
Bradford Pumping Plant,35.964444,-119.106111
V. B. Zaninovich,35.800056,-119.108333
Castle Rock Vineyards,35.800064,-119.109779
CITY OF OXNARD WASTEWATER TREATMENT PLANT,34.0834,-119.1107
Columbine Vineyards Plant 2,35.77406,-119.12587
Columbine Vineyards Plant 1,35.775733,-119.128308
Sun Pacific Shippers Exeter,36.275333,-119.128616
Sun Pacific Maricopa Packing House,35.068679,-119.129605
Golden Pacific Cold Storage,36.29701,-119.13039
Anchor Warehouse Services LLC,36.276148,-119.131142
Mt. Whitney Cold Storage,36.296058,-119.132164
"SYSCO Ventura, Inc.",34.199925,-119.132332
Monrovia Nursery Co - Visalia,36.38166,-119.13493
Gillespie Ag Services,36.0682,-119.1436
Exeter Specialties,36.29857,-119.1438
J. Milicic & Son,35.7481,-119.1441
Sunview Cold Storage Road 192 Facility,35.797517,-119.145231
Sun Pacific Lerdo Highway Cold Storage facility,35.500278,-119.146944
Deardorff Family Farms,34.20462,-119.147324
Vignolo Farms Delmart Cold Storage,35.545907,-119.149353
Grapeman Bakersfield Cold Storage LP,35.506332,-119.149837
"Crowne Cold Storage, LLC.",35.803906,-119.150456
"JasmineVineyards, Inc.",35.7175,-119.151111
El Rio Booster Plant,34.241667,-119.1525
Wilbur-Ellis Taft Hwy Site 2,35.244286,-119.15553
M & L Cold Storage,35.719355,-119.156717
N & H ENTERPRISES,34.193222,-119.159583
Paloma Storage and Transport Station,35.178159,-119.161572
Delano Farms Company,35.789135,-119.16173
Western Precooling Systems/Mountain View Cooling,34.19209,-119.16343
"Dandy Cooling Company, LLC - Oxnard",34.192544,-119.164053
Gills Onions,34.190833,-119.165
Boskovich Farms Inc.,34.195478,-119.166858
"E. F. Oxnard, LLC",34.195728,-119.167107
Lineage Logistics - Oxnard,34.200361,-119.169889
Western Precooling Systems-Commercial Cooler,34.19048,-119.17106
Ocean Breeze Cooling,34.190833,-119.172778
Cal West Cooling,34.19363,-119.174019
Ormond Beach Generating Station,34.128889,-119.178889
"Hronis, Inc.",35.773101,-119.18
Pixley Ethanol,36.0007,-119.181
Jovista Simplot Soilbuilders,35.798056,-119.181667
Grapeman Delano Cold Storage LP,35.796793,-119.18291
National Raisin Exeter Dehydrator,36.274852,-119.183714
Bidart Bros. Apple Packing Facility,35.497106,-119.186106
Porterville Citrus Inc. Rayo,36.450738,-119.189094
Delano Growers Grape Products,35.782595,-119.190078
Sunmet Packing and Cold Storage,35.602403,-119.194644
Vignolo Farms Potato Shed,35.55538,-119.19809
Camp Frio,35.531383,-119.198373
"Sun World International, LLC",35.563131,-119.200836
"Western Farm Service, Bakersfield",35.556944,-119.201111
Grapery Cold Storage,35.506444,-119.206442
"Performance Food Group, Shafter California",35.503611,-119.207222
Jakov P. Dulcich & Sons Cold Storage,35.704722,-119.2075
Ten Section Lease,35.291667,-119.208333
Bailey Water Conditioning Facility,34.281,-119.209
D. M. Camp Potato Shed,35.597778,-119.209444
Blanc Vineyards Plant 1,35.820794,-119.210906
Franzia McFarland,35.635384,-119.212092
"Wilbur-Ellis Company, Earlimart",35.89217,-119.21455
Sunview Cold Storage Peterson South Facility,35.701465,-119.226611
Buena Vista Yard,35.195261,-119.228497
Sunview Cold Storage Peterson North Facility,35.704102,-119.228992
ASV Wines - Peterson,35.704072,-119.23145
"Yowlumne, Section 4 Gas Plant",35.071667,-119.232361
ASV Wines - Pond,35.713658,-119.232944
Railex - Delano,35.728008,-119.233743
Sunview Cold Storage Pond Facility,35.715387,-119.234757
"Covanta Delano, Inc",35.719444,-119.235
Rogas Loading Facility,35.352222,-119.235
Wonderful Citrus D1,35.734952,-119.236188
Taft Manufacturing Company,35.1444,-119.237778
Wonderful Citrus D2,35.736883,-119.238901
McFarland Delinting,35.691083,-119.239389
Kern County Ranch - BV Shop,35.20939,-119.2396
Yowlumne Station,35.058333,-119.240278
"Delano, CA 557",35.746667,-119.242222
West Montalvo Field M4 Pool Gas Chiller Unit,34.231338,-119.242775
La Jolla Cold Storage,35.733681,-119.248239
Mandalay Generating Station,34.207222,-119.251111
Dole Berry Company Oxnard Cooler,34.219299,-119.251511
"Britz Fertilizers, Inc. - Bakersfield",35.444139,-119.251861
"Wilbur-Ellis Company, Shafter",35.4875,-119.252778
SIMPLOT GROWER SOLUTIONS - BAKERSFIELD,35.445867,-119.254617
"Argo Chemical, Inc.",35.455508,-119.257337
Avenue Water Treatment Plant,34.238,-119.258
Ventura Water Reclamation Facility,34.238,-119.258
Lone Star Fractionation & Isomerization Facility,35.447778,-119.26
Blanc Vineyards Plant 2,35.820143,-119.260581
Sundale Cold Storage,36.218833,-119.261972
Golden Bear Oil Specialties Refinery,35.791806,-119.262556
"Four Star Fruit, Inc.",35.839559,-119.265082
ALTA VISTA COLD STORAGE,35.836389,-119.268889
Ventura Gas Processing Plant- Plant 7,34.3122,-119.270167
CalChem Tulare County,36.333333,-119.272222
"SANDRINI SALES, INC. - SOUTH END",35.882222,-119.273333
Sandrini Sales,35.882114,-119.273456
Sunview Cold Storage Earlimart Facility,35.886482,-119.274523
Vignolo Farms Earlimart Cold Storage,35.888157,-119.274859
South Coles Levee Gas Plant - California Re,35.251722,-119.279639
Sun Pacific Tulare,36.239267,-119.280067
"WesPak, Inc.",36.31044,-119.2811
"Western Farm Service, Visalia",36.257222,-119.286389
Metson Station,35.017083,-119.289722
Arctic Cold Storage LLC,36.487487,-119.291934
Ventura LPG Storage Facility,34.310556,-119.292778
Ventura Coastal LLC,36.458896,-119.297684
"Brandt Consolidated, Inc",36.429496,-119.298851
Wawona Packing Company LLC,36.529861,-119.301353
Pixley Cogen Partners,36.000833,-119.302222
"ELBOW FARM SUPPLY, INC.",36.385107,-119.302244
California Dairies Tipton,36.007643,-119.303058
"Tipton, CA 552 Satellite",36.022222,-119.303889
Tee Location,35.20904,-119.304697
North Coles Levee,35.280555,-119.311943
Milk Specialties Global- Visalia Facility,36.336361,-119.312133
Franzia Winery Tulare,36.23046,-119.313757
"Harding & Leggett, Inc.",36.62347,-119.31377
Ventura Coastal LLC - Tipton,36.048858,-119.313964
Shafter Simplot Soilbuilders,35.542778,-119.3225
Casitas #2 Chlorination Station,34.363833,-119.322972
"Kraft Foods Group, Inc., Tulare, CA",36.129722,-119.326111
Buena Vista Nose Gas Processing Facility,35.152264,-119.330519
Marion Walker Filtration Plant,34.370278,-119.330556
Nestle Dreyer's Ice Cream Company,36.186668,-119.332405
Wasco Facility 36,35.621611,-119.332417
Wholesale Fuels - Wasco,35.584722,-119.3325
Certis USA,35.597208,-119.333298
"United States Cold Storage, Tulare North",36.192778,-119.333611
Grimmway Enterprises Inc. West Plant,35.401499,-119.335138
"Wm. Bolthouse Farms, West Facility",35.400967,-119.336571
"United States Cold Storage, Tulare",36.185833,-119.336667
Saputo Cheese USA Inc.,36.18442,-119.33731
Twin Girls Farms,36.543897,-119.338453
"Land O' Lakes Tulare, Ca.",36.201389,-119.340278
Les Sandrini Cold Storage,35.753378,-119.342342
R. B. Sandrini,35.755056,-119.343047
Saputo Cheese USA Inc.,36.189167,-119.345
Grubb Lease Gas Plant,34.328797,-119.347828
Star Roses,36.545583,-119.349472
Hydrite Chemical Co. - Visalia,36.3435,-119.378
Kaweah Packing,36.37961,-119.37961
"Pregis Innovative Packaging, Inc.",36.342343,-119.381073
Rincon Chlorination Station,34.385944,-119.381111
Gillespie Ag Services Road 84 Site,36.1578,-119.3831
VWR International - Visalia Distribution Center,36.354345,-119.386416
"United States Cold Storage, O Street",36.534444,-119.3875
Sunset Station,35.098611,-119.392361
Corona-College Heights Citrus,36.540999,-119.392503
"California Dairies, Inc. Visalia",36.343078,-119.392772
River Island Fresh Cold Storage,36.540542,-119.393533
"Ruiz Food Products, Inc. - Dinuba",36.539713,-119.398232
Vintage Nurseries,35.618333,-119.398889
"A & M Products, Inc.",35.120833,-119.401389
Sun Valley Packing,36.574503,-119.409779
Visalia Wastewater Treatment Plant,36.311867,-119.412133
"Cabot Packing, LLC",36.576111,-119.413611
Community Renewable Energy Services Inc.,36.569422,-119.419372
Goshen Yard,36.354359,-119.421964
Bravante Produce,36.584535,-119.429342
"Eastside Packing, Inc.",36.581507,-119.429626
Chalk Cliff Limited,35.096667,-119.430556
"Kool Kountry, llc.",36.554083,-119.431528
Family Tree Farms,36.547216,-119.43308
F&H Cold Storage,36.585506,-119.434478
Gerawan Farming Plant #2,36.587579,-119.435102
Aslan Cold Storage Reedley,36.587636,-119.439398
Cogeneration Facility 18,35.090188,-119.440633
Cogeneration Facility 38,35.09296,-119.443207
Hamilton Cold Storage Inc.,36.590522,-119.444934
Peters Farms Inc.,36.535639,-119.447167
Fresh Select LLC,36.504308,-119.450316
Trinity Packing Company,36.620178,-119.452239
Franzia Sanger Winery,36.690737,-119.454001
Sun Pacific Reedley,36.616903,-119.454727
Buttonwillow Simplot Grower Solutions,35.399444,-119.461944
City Of Reedley Wastewater Treatment Plant,36.580083,-119.462528
Buttonwillow Service Yard,35.399306,-119.463006
1-C Gas Plant,35.178889,-119.463056
Jody Fresh Cooling Company,36.516473,-119.46818
"California Resources Elk Hills, LLC.",35.278204,-119.468691
Legacy Packing and Cold Storage,36.495167,-119.469483
Airgas Specialty Products - Buttonwillow,35.398715,-119.470367
Buttonwillow Tank Farm Mixer,35.397759,-119.47087
KY Packing,36.607396,-119.472812
SEMITROPIC WATER STORAGE DISTRICT,35.598944,-119.473944
SIMPLOT GROWER SOLUTIONS - TULARE,36.202683,-119.47785
Mountain View Cold Storage,36.544832,-119.478817
O'Neill Vintners & Distillers,36.612299,-119.482976
SIMPLOT GROWER SOLUTIONS - TRAVER,36.447717,-119.48345
"Stratford Growers, Inc.",36.10009,-119.48442
The Giumarra Companies,36.548847,-119.493379
"Alpaugh, Ca 539",35.8864,-119.5006
New Leaf Cold Storage,36.445966,-119.50157
Gerawan Farming Plant 5,36.736528,-119.504222
Carpinteria Oil and Gas Plant,34.387778,-119.505833
"Delano, CA 557 Satellite (7th Standard)",35.448541,-119.509457
"Delano, CA 557 Satellite",35.456106,-119.522154
"Sunwest Fruit Company, Inc.",36.606271,-119.528616
Custom Produce Sales,36.601472,-119.548472
"Aslan Cold Storage, LLC",36.508773,-119.54958
"INITIATIVE FOODS, LLC",36.700701,-119.551613
Sanger Poultry,36.695562,-119.552638
"Del Monte Fresh Produce, Inc.",36.690403,-119.553012
"Corcoran, CA 2101",36.07393,-119.554901
Corcoran Yard,36.103697,-119.559069
JVT Enterprises,36.477027,-119.562542
"CALARCO, Inc., Stevenson Facility",36.062222,-119.57
Mid-Set Cogeneration Facility,35.193917,-119.570533
Derby Acres Station,35.228056,-119.571944
"CALARCO, Inc., Boyett Facility",35.992778,-119.572222
Boyett,35.992738,-119.572327
HMC Cold Storage,36.545,-119.5725
"Wildwood Packing & Cooling, Inc",36.504556,-119.576361
Kingsburg Cogeneration Facility,36.539439,-119.57992
Chooljian Brothers Packing Company,36.688917,-119.582389
"Guardian Industries, Inc.",36.543133,-119.582947
Vie-Del Company - Kingsburg,36.543702,-119.58494
"Sunrise Power Company, LLC",35.210472,-119.585722
POM Wonderful,36.658356,-119.590414
"CALARCO, Inc., Homeland Facility",35.946111,-119.590556
La Paloma Generating Plant,35.295167,-119.593611
"Corcoran, CA 2101 Satellite",36.027902,-119.599206
"Souza's Enterprises, Inc.",36.327778,-119.603056
Buena Vista Juice,35.500731,-119.60411
Sunmet - Selma Cold Storage,36.5615,-119.605583
CornerStone Packing & Cooling LLC,36.473018,-119.606071
Kingsburg Apple,36.465848,-119.610135
Harris Ranch Beef Company,36.498796,-119.614999
Central Valley Meat Company,36.322888,-119.61608
Sunnyside Packing Company,36.581467,-119.62702
Mckittrick 17Z Gas Plant,35.322209,-119.630399
Sunview Dried Fruit & Nut Co.,36.609026,-119.630887
"Corcoran, CA 2101 Satellite",36.105323,-119.636877
Lone Star Dehydrator,36.696701,-119.644593
City of Hanford Wastewater Treatment Facility,36.297222,-119.6475
"Hanford, CA 556",36.279662,-119.648855
Hanford Power Plant,36.270278,-119.649167
"Verdegaal Bros., Inc",36.282778,-119.654722
SIMPLOT GROWER SOLUTIONS - HANFORD,36.292767,-119.6551
McKittrick Limited,35.31975,-119.660556
Bee Sweet Citrus,36.619444,-119.673611
"CALARCO, Inc., Chamberlain Facility",36.167778,-119.676111
"Tri Boro Fruit Co., inc.",36.70063,-119.678473
"Corcoran, CA 7522 Satellite",36.078756,-119.680982
"CALARCO, Inc., Melga Gin Facility",36.078333,-119.681667
Simonian Fruit Company,36.632433,-119.683309
Lost Hills Gas Processing Plant,35.583778,-119.686444
Corcoran Field Storage,36.021011,-119.69155
"CALARCO, Inc., El Rico Facility",36.019167,-119.693611
E & J Gallo Winery - Fresno,36.7571,-119.6981
Wawona Frozen Foods - Ranch,36.854458,-119.707851
Pactiv - Fresno,36.762009,-119.709735
Wawona Frozen Foods - Main Plant,36.843989,-119.71416
"PPG Industries, Inc., Works No. 15, Fresno",36.699722,-119.716944
Van-G Logistics,36.524503,-119.720814
Rio Bravo Fresno,36.688611,-119.723333
"BMD Enterprises, Inc.",36.78677,-119.72921
CalChem Water Treatment,36.672222,-119.73
"P-R Farms, Inc.",36.865389,-119.732333
Snowden Enterprises - Fresno,36.677433,-119.732773
"Inland Star Distribution Centers, Inc.",36.689825,-119.733882
Belridge Cogen Facility,35.44941,-119.735012
"Fresno Pool Chlor, Inc.",36.670557,-119.736137
"Chem Quip,  Inc.",36.698639,-119.738028
Vie-Del Company - Fresno,36.562893,-119.739563
"Warmerdam Packing, LLC",36.40325,-119.740069
"Malaga Power, LLC",36.69256,-119.74103
Van Waters & Rogers Inc.,36.717722,-119.748333
Fowler Packing Company Plant #2,36.609684,-119.751582
Wawona Frozen Foods - Cedar Plant,36.71866,-119.75574
Belridge Gas Plant,35.474361,-119.757778
"CALARCO, Inc., Middle Wilbor Facility",36.002222,-119.758333
Fresno Product Supply Center,36.705556,-119.770833
Lemoore North Well Field Chlorination Facility,36.387167,-119.771167
Lyons Magnus,36.726687,-119.771584
Empire East,36.721111,-119.773333
East Turkey Plant,36.719167,-119.774167
Empire West,36.720556,-119.774444
Rich Products Corporation - Fresno Facility,36.730995,-119.77774
Heck Ranch,36.131333,-119.780361
Arctic Glacier,36.722101,-119.781081
Foster Farms Cherry Plant (4/15 Rev.),36.693,-119.783
Leprino Foods Company Lemoore East CA. Plant,36.30389,-119.789169
Goldberg,36.079348,-119.789417
"California Dairies, Inc.",36.727379,-119.793038
Lemoore Well #10 Chlorination Facility,36.305306,-119.794056
Lemoore Wastewater Treatment Plant,36.280889,-119.794583
Cargill Meat Solutions Corporation,36.691404,-119.800405
Cargill Meat Solutions Corporation,36.6888,-119.8012
"Producers Dairy Foods, Inc.",36.7495,-119.810179
"Leprino Foods Company, Lemoore West Facility",36.299428,-119.816072
Darling International - Fresno,36.715278,-119.818333
S&J Ranch Bulk Propane Facility,36.895,-119.821111
Foster Farms Belgravia Plant (2012),36.71675,-119.822389
"CALARCO, Inc., Mouth of the River Facility",36.048056,-119.829444
Foster Farms Fresno Dairy (6-09),36.794611,-119.852389
Corona Del Mar Water Treatment Plant,34.471889,-119.881111
Wonderful Pistachios & Almonds - LH Facility,35.653056,-119.886944
Ellwood Onshore Facility,34.431111,-119.911667
Lamanuzzi & Pantaleo -  Dehydrator #1,36.787111,-119.914833
Lamanuzzi & Pantaleo -  Dehydrator #2,36.768722,-119.919389
Golden State Vintners Fresno Winery,36.673497,-119.924488
"CALARCO, Inc., Stone Gin Facility",36.254444,-119.9275
PR Farms Ranch 20 Cold Storage,36.862838,-119.956436
South Tahoe Public Utility District,38.922556,-119.969139
"Pacific Ethanol Madera, LLC",36.922167,-119.975
ROYAL MADERA VINEYARDS,36.865845,-119.983149
Lamanuzzi & Pantaleo -  Dehydrator #3,36.925806,-119.984694
"CALARCO, Inc., Boston Ranch Facility",36.244722,-119.995833
Elizabeth George Water Treament Plant,39.2383,-120.008953
Polycell Packaging Corporation,36.801264,-120.020983
"Britz Fertilizers, Inc. - Madera Plant",36.9228,-120.02281
Actagro LLC,36.800833,-120.024444
ExxonMobil Prod.- Las Flores Canyon Treating Plant,34.48314,-120.04034
Pacific Offshore Pipeline Company Gas Plant,34.48213,-120.0433
"Victor Packing, Inc.",36.919368,-120.045803
"Golden Valley Grape Juice & Wine, LLC",36.92122,-120.04871
Sun-Maid Growers of California-Ripperdan,36.836693,-120.053023
City of Avenal Water Treatment Plant,36.094171,-120.059771
Sealed Air - Madera,36.9456,-120.0618
"RED ROCK RANCH, INC.",36.341944,-120.078611
Kettleman Compressor Station,36.071236,-120.08678
Crop Production Services - Huron,36.2041,-120.0894
"Britz Fertilizers, Inc. - Helm Railroad Siding",36.52911,-120.09126
Western Farm Service - Madera,36.937778,-120.093889
BC Systems Huron,36.20498,-120.09778
Fresno Cogeneration Partners,36.545167,-120.097944
"Five Points, CA 510",36.4155,-120.1033
Mission Bell Winery,36.931389,-120.109722
JR Simplot Company Helm Plant,36.549444,-120.112222
"Wilbur-Ellis Company, Helm",36.552778,-120.113889
"JP Oil Company, Inc.",36.046139,-120.114583
SIMPLOT GROWER SOLUTIONS - FIVE POINTS,36.416,-120.121483
Almaden-Madera,37.077621,-120.123222
Tahoe-Truckee Sanitation Agency,39.337778,-120.128611
Polonio Pass Water Treatment Plant,35.440749,-120.133104
Dresick Cooling,36.137189,-120.155184
B. E. Giovannetti & Sons,36.382778,-120.189444
Wilbur-Ellis RNA-San Joaquin,36.610196,-120.193989
UNITED  AGRI  PRODUCTS WEST,34.790611,-120.194167
Gaviota Oil Heating Facility,34.474546,-120.205802
"WILBUR-ELLIS COMPANY, SAN JOAQUIN",36.621389,-120.207222
"CertainTeed, Chowchilla Plant",37.08875,-120.226444
Ampersand Chowchilla Biomass LLC,37.107188,-120.24893
Cambria Winery,34.877742,-120.260193
HL Power Company,40.368227,-120.263976
"Coalinga Farmers Cooperative Gin, Inc.",36.10625,-120.271472
"J. Marchini & Son, Inc.",37.160866,-120.271866
"Britz Fertilizers, Inc. - Coalinga Yard",36.13717,-120.27234
SOLEDAD ENERGY LLC,36.426444,-120.327639
Planada Community Services District Wastewater,37.276667,-120.331944
"Madera Power, LLC",36.861245,-120.338404
Ebbetts Pass (Hunters) Water Treatment Plant,38.199722,-120.364167
"Covanta Mendota, L.P.",36.75556,-120.36442
"Blue Ridge Farming, Inc.   (Co-Owner)",36.488333,-120.378278
Crop Production Service - Merced,37.2923,-120.3802
Pappas & Co.,36.761209,-120.385353
Coalinga Cogeneration Facility,36.180383,-120.3883
NUNES COOLING INC.,36.429731,-120.391189
Tanimura and Antle Fresh Foods Inc.,36.442222,-120.396111
Central City Cooling,34.924915,-120.39815
Lompoc Oil & Gas Plant,34.722339,-120.432858
City of Santa Maria Blending Station,34.95303,-120.43572
California Chemical of Santa Barbara County,34.993301,-120.43648
"Firebaugh, CA 505",36.8094,-120.4388
SIMPLOT GROWER SOLUTIONS - FIREBAUGH,36.821717,-120.4395
AGRX Santa Maria,34.946417,-120.443861
GOLD COAST PACKING,34.946389,-120.445556
Lompoc Water Treatment Plant,34.653333,-120.448056
Santa Maria Rail Terminal,34.945334,-120.455574
Sunrise Growers,34.937833,-120.4575
"The Pictsweet Company - Santa Maria, CA Facility",34.945127,-120.458538
Lineage Logistics - Santa Maria,34.93609,-120.45856
"Perez Packing, Inc.",36.836667,-120.460278
S&S Produce,36.722222,-120.475556
Pacific-Ultrapower Chinese Station,37.8743,-120.4774
Pappas & Co. - Lyons Plant,36.714256,-120.479416
CALIFORNIA GIANT,34.938056,-120.479583
Bonita Packing Refrigeration Facility,34.937332,-120.483815
"Frontier Cooling, Inc.",34.963,-120.506667
"Wilbur-Elis Company, El Nido",37.113889,-120.5075
City of Merced Wastewater Treatment Facility,37.254778,-120.523972
Lopez Water Treatment Plant,35.170417,-120.532083
City of Angels Water Treatment Facility,38.086389,-120.540556
Jeff Davis Reservoir Water Treatment Plant,38.343444,-120.542836
Vandenberg AFB,34.72468,-120.54822
"Firebaugh, CA 503 Satellite",36.9115,-120.5483
City of Alturas Wastewater Treatment Plant,41.473306,-120.558028
Amerigas Atwater CA Terminal,37.359764,-120.561065
"Red Diamond Cooling, Inc.",34.933611,-120.568056
Guadalupe Cooling Company,35.0093,-120.569191
Apio Cooling,34.960511,-120.572078
Merced Power LLC,37.154218,-120.572618
"Wellhead Power Panoche, LLC",36.6535,-120.578333
Santa Maria Facility,35.038889,-120.589722
Puritan Ice Company,34.957639,-120.593694
Sly Park (Res A)  Water Treatment Plant,38.712778,-120.598056
Atwater Wastewater Treatment Facility,37.345854,-120.600708
Reservoir 1 Water Treatment Plant,38.753056,-120.609722
Susanville CSD Wastewater Treatment Facility,40.414583,-120.630306
"Dole Packaged Foods, LLC. (Ammonia)",37.3624,-120.6305
"Western Farm Service, Paso Robles",35.644639,-120.653972
Reservoir 2/2A,38.733611,-120.681111
City of Paso Robles Wastewater Treatment Facility,35.658333,-120.691667
"Matheson Tri-Gas, Inc.",35.598082,-120.693146
Turlock Fruit Co,36.848972,-120.716861
Foster Farms Livingston NCDC 2 (8-09),37.386667,-120.721111
Foster Farms Livingston Complex (12-13 Reval.),37.392,-120.725
CAMP ROBERTS MILITARY TRAINING SITE,35.816667,-120.741667
Reservoir 7,38.675833,-120.760278
City Of Jackson,38.347917,-120.78333
Tanner Water Treatment Plant,38.381667,-120.789583
E & J Gallo Winery - Livingston,37.381463,-120.805985
La Contenta Wastewater Treatment Plant,38.171944,-120.820556
California Dairies Inc. Los Banos Processing Plant,37.056225,-120.82954
Jenny Lind Water Treatment Plant,38.150556,-120.830833
Sargent Canyon Cogeneration Facility,35.935833,-120.840833
Turlock 1 Plant # 75570,37.486111,-120.845833
Foster Farms Turkey Products Plant 1 (3/15 Rev.),37.486389,-120.846111
"Valley Fresh, Inc.",37.341,-120.847
City of Placerville Hangtown Wastewater TP,38.732778,-120.848611
Foster Farms 'C' St. (10/14 RMP Rev.),37.491,-120.849
Foster Farms Turkey Products Plant 2 (5/15),37.487,-120.849
Kagome Inc.,37.067667,-120.85
Hilmar Cheese Company,37.421613,-120.850431
Hughson Simplot Soilbuilders,37.5825,-120.851944
Salinas River Cogeneration Facility,35.951667,-120.868056
City of Turlock,37.4841,-120.8702
"Shore Chemical Company,Inc.",37.499444,-120.8725
Turlock Cold Storage,37.491344,-120.872535
Ameriold Turlock II  Plant # 80549,37.489621,-120.875766
SupHerb Farms,37.4949,-120.879
Super Store Industries Turlock Dairy Division,37.486572,-120.879486
"California Dairies, Inc. Turlock",37.491767,-120.887184
Walnut Energy Center,37.488056,-120.896389
UNITED AGRI  PRODUCTS WEST,35.906917,-120.918722
"Turlock, CA",37.465,-120.918778
